,02-Sep-2026
The Nifty witnessed an intraday movement of about 127.65 points.The closing index was 0.59 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 115184.52
, Traded Quantity (in Lakhs), 49579.15
, Number of Trades, 38764448
, Total Market Capitalisation (Rs. Crores), 48624627.50

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,990SCL28,N1,      1047.36,                    10473.60,10
,99AEL29,N7,      1059.75,                    33912.64,32
,9AEL30,NE,      1050.00,                   107068.04,102
,9IIFL28A,NT,      1040.00,                   650000.00,625
,9IIFL31,Y9,      1014.00,                   140607.00,138
,9PCPL28A,N0,      9713.00,                    29175.00,3
,9SCL26BA,NA,      1080.00,                    10800.00,10
,A2ZINFRA,EQ,        16.40,                  2747360.80,167484
,AAATECH,EQ,        93.07,                   912625.32,9744
,AADHARHFC,EQ,       475.40,                113903270.10,240290
,AAKAAR,SM,        62.00,                   698480.00,11200
,AAKASH,EQ,         8.67,                   629877.08,72356
,AARADHYA,SM,       102.95,                  3867720.00,38400
,AAREYDRUGS,EQ,        91.72,                 13557250.47,146358
,AARNAV,BE,        32.10,                   199278.03,6179
,AARON,EQ,       125.95,                  1085185.07,8560
,AARTECH,BE,        49.81,                  3382499.07,68063
,AARTIDRUGS,EQ,       417.80,                 71657332.55,170806
,AARTIIND,EQ,       505.20,                468212999.45,917705
,AARTIPHARM,EQ,       867.25,                298815762.85,343720
,AARTISURF,BE,       526.05,                 11500219.15,22238
,AARVI,EQ,       143.08,                  4276065.59,29676
,AASTHA,EQ,        79.19,                 24333623.49,304911
,AAVAS,EQ,      1258.70,                289446209.10,229811
,ABAN,BE,        14.83,                   895557.21,60782
,ABANSENT,EQ,        27.58,                   400529.81,14689
,ABBOTINDIA,EQ,     26045.00,                203992355.00,7827
,ABCAPITAL,EQ,       397.05,               1917482501.45,4883439
,ABCOTS,EQ,       209.57,                   519902.23,2466
,ABDL,EQ,       604.40,                 76343115.70,125467
,ABFRL,EQ,        50.47,                224515279.93,4428051
,ABGSEC,EQ,       113.51,                     5037.47,44
,ABH,ST,        89.35,                   107220.00,1200
,ABHAPOWER,SM,        23.90,                    38240.00,1600
,ABINFRA,BE,        11.27,                   978239.10,87389
,ABLBL,EQ,        82.78,                 71579741.56,860340
,ABMINTLLTD,BE,        56.10,                     7283.10,132
,ABMKNO,EQ,       190.90,                   204167.40,1070
,ABREL,EQ,      1331.10,                112772238.60,84555
,ABSL10BANK,EQ,       167.74,                     5710.68,34
,ABSLAMC,EQ,      1022.00,                406615971.00,398572
,ABSLBANETF,EQ,        58.64,                 53662493.52,916157
,ABSLLIQUID,EQ,       999.99,                  1032998.83,1033
,ABSLMSCIN,EQ,        29.37,                    16226.66,553
,ABSLNN50ET,EQ,        77.04,                  1506067.79,19744
,ABSLPSE,EQ,        10.07,                  1880840.20,186780
,ABSMARINE,SM,       289.60,                 15646500.00,54500
,ACC,EQ,      1266.60,                185400374.80,146429
,ACCELYA,EQ,      1135.10,                  5182656.60,4566
,ACCENTMIC,SM,       602.10,                 16222725.00,27000
,ACCPL,ST,       205.00,                   489600.00,2400
,ACCURACY,BE,         4.26,                   243457.39,57458
,ACE,EQ,      1090.90,                172909584.50,159180
,ACEINTEG,EQ,        17.27,                    93717.53,5445
,ACETEC,SM,       139.00,                   328800.00,2400
,ACGL,EQ,      1760.00,                  1111894.20,629
,ACI,EQ,       494.10,                312527221.15,635843
,ACL,EQ,        43.92,                   381712.16,8724
,ACMESOLAR,EQ,       398.25,                981928499.20,2449655
,ACSTECH,BE,        51.25,                  3034732.87,59299
,ACTIVEINFR,SM,       172.50,                   103500.00,600
,ACUTAAS,EQ,      3134.90,                598381006.20,190272
,ADDICTIVE,SM,        44.00,                   536525.00,12000
,ADDIND,EQ,        85.29,                    51428.48,595
,ADFFOODS,EQ,       267.70,                 28283632.50,107626
,ADISOFT,SM,       196.70,                 13251240.00,68000
,ADL,EQ,        76.40,                    99450.40,1341
,ADOR,EQ,      1730.30,                123197701.20,71667
,ADROITINFO,EQ,        10.26,                    82545.66,7962
,ADSL,EQ,       103.90,                  6297435.45,60736
,ADVAIT,EQ,      2139.00,                104860114.00,49312
,ADVANCE,EQ,       117.89,                 39437711.72,331320
,ADVANIHOTR,EQ,        49.43,                  1381435.11,27794
,ADVENTHTL,EQ,       136.89,                  6599581.45,48518
,ADVENZYMES,EQ,       292.90,                 55373719.85,188103
,ADVIKCA,EQ,         1.15,                  1034558.30,899571
,AEGISLOG,EQ,      1241.80,                887030241.60,722924
,AEGISVOPAK,EQ,       286.30,                881059623.25,3128778
,AEL120924A,N5,      1200.00,                   240000.00,200
,AEPL,EQ,        15.08,                  7234085.01,478365
,AEQUS,EQ,       245.62,                409466280.96,1668299
,AEROENTER,EQ,       140.46,                 58153834.54,413196
,AEROFLEX,EQ,       540.75,                614353472.55,1124008
,AERON,SM,        75.25,                  1483150.00,20000
,AERONEU,EQ,        80.70,                  5789495.62,72398
,AEROPLANE,EQ,       179.25,                127851571.61,711360
,AESTHETIK,SM,        69.00,                  1237300.00,18000
,AETHER,EQ,      1646.40,                386090180.40,232941
,AFCONS,EQ,       285.10,                114180321.30,402500
,AFFLE,EQ,      1517.90,                673928291.10,443298
,AFFORDABLE,EQ,       159.41,                  1185703.32,7436
,AFIL,EQ,         9.39,                  1844009.97,196038
,AFSL,EQ,       210.47,                  1450336.71,6924
,AGARIND,EQ,       450.55,                 21986780.60,49700
,AGARWALEYE,EQ,       514.25,                331031083.40,640862
,AGARWALFT,SM,        30.00,                   477975.00,16500
,AGARWALTUF,SM,       131.00,                  2690220.00,20400
,AGI,EQ,       749.45,                151500602.15,199603
,AGIIL,EQ,       280.75,                 64782529.90,231029
,AGL,EQ,        13.79,                 20858867.30,1532028
,AGRITECH,EQ,       100.90,                   380424.93,3722
,AGROPHOS,EQ,        24.99,                   835045.38,33087
,AGSTRA,BZ,         1.98,                   178499.81,89045
,AHCL,EQ,        15.56,                 25939742.49,1668193
,AHLADA,EQ,        37.27,                    95465.13,2566
,AHLEAST,EQ,       142.01,                   171161.54,1209
,AHLUCONT,EQ,       602.20,                 64217235.95,107402
,AHLWEST,BE,       535.00,                   171003.50,330
,AIAENG,EQ,      4159.70,                214239790.90,51399
,AIIL,EQ,       507.45,                530442541.70,1027128
,AILIMITED,SM,        20.25,                   121500.00,6000
,AIMTRON,SM,      1583.45,                 42163750.00,26600
,AIRAN,EQ,        14.83,                  1008041.86,68092
,AIROLAM,EQ,        86.51,                   305700.07,3469
,AISL,SM,        57.90,                    67140.00,1200
,AJANTPHARM,EQ,      3481.70,                343718499.60,99445
,AJAXENGG,EQ,       570.65,                 35820461.10,62498
,AJMERA,EQ,       115.69,                 37532153.55,326215
,AJOONI,EQ,         3.72,                   565670.47,151345
,AKANKSHA,SM,       124.00,                  2102100.00,17000
,AKASH,EQ,        25.20,                   129868.94,5134
,AKCAPIT,EQ,      1699.40,                  1800142.50,1057
,AKG,EQ,         9.21,                   128089.11,14000
,AKI,EQ,         5.48,                 16247651.57,3044554
,AKIKO,SM,       379.10,                  3628920.00,9600
,AKSHAR,EQ,         0.42,                   598183.02,1428759
,AKSHARCHEM,BE,       403.85,                 12859508.00,32662
,AKSHOPTFBR,BE,         7.41,                  2726676.99,370249
,AKUMS,EQ,       770.25,                582986947.70,750068
,ALANKIT,EQ,         7.96,                   666239.07,82889
,ALBERTDAVD,EQ,       871.70,                  3459518.10,3973
,ALEMBICLTD,EQ,       100.14,                 64295598.42,645226
,ALFREDHE,EQ,      2884.00,                   907980.60,310
,ALGOQUANT,EQ,        63.80,                 84433130.55,1328784
,ALICON,EQ,       665.50,                 15147741.05,22999
,ALIVUS,EQ,      1417.90,                800167251.10,561531
,ALKALI,BE,        68.86,                   386007.00,5599
,ALKEM,EQ,      5210.00,               1139838200.00,218220
,ALKYLAMINE,EQ,      1975.50,                277718254.50,138950
,ALLCARGO,EQ,        12.27,                198440556.99,16512418
,ALLDIGI,EQ,       796.55,                  8602456.45,10831
,ALLETEC,SM,       126.30,                   910500.00,7200
,ALLTIME,EQ,       199.61,                 36045556.15,180025
,ALMONDZ,EQ,        17.43,                  4940473.79,286311
,ALOKINDS,EQ,         7.73,                881579744.03,117258835
,ALPA,EQ,        63.13,                  1173405.47,18733
,ALPEXSOLAR,SM,       866.85,                 50735555.00,58700
,ALPHA,EQ,        53.94,                 85409724.13,1586344
,ALPHAETF,EQ,        26.45,                 20910551.14,794013
,ALPHAGEO,BE,       300.00,                  3838693.95,13023
,ALPINETEX,EQ,        51.09,                 15025405.05,293413
,ALPL30IETF,EQ,        27.62,                 30967298.97,1120581
,ALUFLUOR,EQ,       502.55,                  5573144.35,11146
,ALUWIND,SM,        47.10,                    70650.00,1500
,AMAGI,EQ,       572.80,                152376966.80,264517
,AMAL,EQ,       749.70,                 11356440.00,15022
,AMANTA,BE,       186.50,                  4543351.50,24024
,AMARJOTHI,EQ,       156.13,                    93091.54,598
,AMBAAUTO,SM,       111.85,                 11473950.00,104000
,AMBALALSA,BE,        44.10,                  1923485.90,44130
,AMBER,EQ,      7415.00,               1287333518.00,174407
,AMBICAAGAR,EQ,        24.75,                   662285.26,26635
,AMBIKCO,EQ,      1629.20,                 14985172.60,9215
,AMCL,SM,       365.00,                   436800.00,1200
,AMDIND,EQ,        57.39,                  2403556.82,42435
,AMJLAND,EQ,        38.61,                   231208.47,5934
,AMNPLST,EQ,       180.32,                  1060176.08,5863
,AMRUTANJAN,EQ,       500.25,                 16865759.85,33541
,ANANDRATHI,EQ,      2198.30,                403312548.40,183620
,ANANTAM,IV,       106.00,                  3841333.86,36274
,ANANTRAJ,EQ,       588.85,                745048273.70,1282254
,ANAWIL,SM,       390.00,                166902960.00,425200
,ANDHRAPAP,EQ,        61.09,                 14226698.99,234449
,ANDHRSUGAR,EQ,        99.20,                 48249316.18,490982
,ANDREWYU,EQ,        28.15,                  3460258.23,123709
,ANGELONE,EQ,       279.25,               1234820926.45,4437022
,ANIKINDS,EQ,        44.77,                   181964.25,4037
,ANKITMETAL,BZ,         1.71,                    14917.43,8722
,ANLON,SM,       645.00,                  4392100.00,6800
,ANMOL,EQ,         9.97,                   612218.43,61224
,ANNAPURNA,EQ,       143.73,                  3880617.05,26855
,ANNU,BE,        75.60,                460403554.31,6333016
,ANONDITA,SM,      1060.85,                117098050.00,109200
,ANSALAPI,BZ,         3.26,                    11076.10,3398
,ANSALBU,EQ,        78.91,                   114755.11,1443
,ANTELOPUS,EQ,       951.15,              11223349715.75,12446135
,ANTGRAPHIC,EQ,         0.73,                   306230.70,415805
,ANTHEM,EQ,       934.50,               1396101614.20,1484697
,ANUHPHR,EQ,        78.94,                 11004535.98,138379
,ANUP,EQ,      1799.80,                 32336913.90,18045
,ANURAS,EQ,      1240.30,                350624742.50,282041
,ANYA,SM,        15.40,                   152000.00,10000
,ANZEN,IV,       129.00,                  3225000.00,25000
,AONEGOLD,EQ,        13.98,                  5884466.29,420827
,AONELIQUID,EQ,      1075.16,                 26833878.64,24958
,AONENIFTY,EQ,         9.85,                  3023543.08,306263
,AONESILVER,EQ,         8.64,                  3291972.37,380983
,AONETMMQ50,EQ,        10.31,                   340226.17,33121
,AONETOTAL,EQ,        11.83,                  3538869.84,299224
,APARINDS,EQ,     16813.00,               1593915259.00,94227
,APCL,EQ,       100.00,                   794235.87,7960
,APCOTEXIND,EQ,       628.65,                 67479300.80,107750
,APEX,EQ,       367.25,                 51434506.55,140115
,APEXECO,ST,       256.00,                  1032720.00,4000
,APLAPOLLO,EQ,      2210.00,               1734884667.50,786402
,APLLTD,EQ,       826.90,                145248341.25,172875
,APOLLO,EQ,       382.65,               1640317300.80,4275794
,APOLLOPIPE,EQ,       599.05,                 95951124.05,159504
,APOLLOTYRE,EQ,       434.15,                144915833.00,333100
,APOLSINHOT,EQ,      1221.20,                  1595248.50,1311
,APOORVA,EQ,        25.25,                    12861.85,500
,APRAMEYA,SM,       120.60,                  1455750.00,12000
,APS,SM,       249.35,                  3603950.00,14500
,APSISAERO,ST,       587.60,                  2115360.00,3600
,APTECHT,BE,        90.78,                  3817385.34,42019
,APTUS,EQ,       254.28,                117864718.05,466564
,AQYLON,EQ,        20.61,                 14285808.64,684411
,ARABIAN,SM,        86.25,                   172500.00,2000
,ARCHIDPLY,EQ,       106.52,                  3583180.23,33961
,ARCHIES,EQ,        12.94,                   358070.81,27463
,ARCIIL,SM,        39.00,                   466400.00,12000
,ARCL,EQ,       230.00,                    55537.90,248
,ARDEE,EQ,        56.40,                152865176.65,2698066
,ARE&M,EQ,       871.25,                357631111.65,410795
,ARENTERP,EQ,        34.70,                    57378.46,1644
,ARFIN,EQ,        87.87,                 87404751.21,1010679
,ARHAM,SM,       206.10,                 13782500.00,68000
,ARIES,EQ,       495.35,                237748370.65,480377
,ARIHANT,EQ,       900.30,                  2184523.30,2447
,ARIHANTCAP,EQ,        78.48,                 10393993.15,132223
,ARIHANTSUP,EQ,       247.75,                   827497.00,3340
,ARIS,EQ,       128.31,                114847782.80,897946
,ARISTO,SM,       103.00,                   329600.00,3200
,ARKADE,EQ,       117.93,                 27612912.37,231541
,ARMANFIN,EQ,      1947.20,                 41119047.90,21151
,AROGRANITE,EQ,        24.61,                   104639.09,4239
,ARROWGREEN,BE,       771.20,                 20256801.20,26675
,ARSHIYA,BZ,         0.71,                    51435.24,72444
,ARSSBL,EQ,       508.30,                101315711.35,199206
,ARTEMISMED,EQ,       320.70,                 73219501.30,226615
,ARTNIRMAN,EQ,        40.25,                    65124.32,1607
,ARUNAYA,SM,        14.20,                    85000.00,6000
,ARVEE,EQ,       165.81,                   158830.80,962
,ARVIND,EQ,       574.05,                446988572.90,790352
,ARVINDFASN,EQ,       461.15,                 92873356.10,203097
,ARVINDPORT,SM,        33.50,                   402000.00,12000
,ARVSMART,EQ,       642.40,                 51386922.55,79766
,ARYAMAN,EQ,       639.95,                   146114.90,229
,ASAHIINDIA,EQ,       951.05,                203243262.05,213328
,ASAHISONG,BE,       367.90,                  4687757.75,12724
,ASAL,EQ,       473.40,                  6407050.80,13648
,ASALCBR,EQ,       703.80,                 10151115.20,14509
,ASHALOG,SM,        62.00,                   124000.00,2000
,ASHAPURMIN,EQ,       550.50,                125372380.80,226693
,ASHIANA,EQ,       368.30,                 14127462.00,38619
,ASHIKAG,BE,       425.95,                 14637387.85,34573
,ASHIMASYN,EQ,        17.83,                  1278555.08,71620
,ASHOKA,EQ,       117.39,                255198575.14,2169165
,ASHOKAMET,EQ,        13.49,                   248438.80,18438
,ASHOKLEY,EQ,       167.90,               2733440927.72,16412854
,ASHWINI,SM,       186.00,                  1314500.00,7000
,ASIANENE,EQ,       504.10,                459828138.95,919172
,ASIANHOTNR,EQ,       379.90,                  9875913.50,26364
,ASIANTILES,EQ,        50.16,                261525839.20,5231296
,ASIANTNE,EQ,         9.83,                    34191.38,3443
,ASKAUTOLTD,EQ,       623.85,                 83877686.10,134316
,ASMS,BE,         7.01,                  2279834.17,323359
,ASPINWALL,EQ,       259.85,                   285832.15,1099
,ASSAMENT,EQ,       819.00,                     2410.00,3
,ASTAR,EQ,       590.00,                    73606.55,124
,ASTEC,EQ,       572.55,                 21487954.55,37649
,ASTERDM,EQ,       759.90,                964500210.85,1275385
,ASTRAL,EQ,      1487.00,               1563724645.60,1046620
,ASTRAMICRO,EQ,      1641.80,                363702699.70,220101
,ASTRAZEN,EQ,      6868.00,                 32866384.00,4789
,ASTRON,BZ,         2.98,                    62434.29,20922
,ATALREAL,EQ,        25.53,                847229486.89,33201247
,ATAM,EQ,        54.78,                   451437.50,8221
,ATCENERGY,ST,        22.85,                    82320.00,3600
,ATGL,EQ,       614.95,                477658260.75,776942
,ATHERENERG,EQ,      1686.10,              10735584017.70,6312532
,ATL,EQ,        23.80,                 18882240.61,782831
,ATLANTAA,EQ,        39.21,                  2129056.12,53579
,ATLANTAELE,EQ,      1838.90,                127778882.80,70238
,ATLASCYCLE,EQ,        95.05,                   630933.40,6678
,ATLPP,E1,         9.09,                    36710.27,4028
,ATMASTCO,SM,       139.10,                  2297220.00,16400
,ATUL,EQ,      6485.50,                147399093.00,22848
,ATULAUTO,EQ,       466.40,                 58239350.55,124489
,AUBANK,EQ,      1077.90,                926229784.50,864436
,AUGMONT,EQ,       952.85,               4312425512.90,4700620
,AURIONPRO,EQ,       693.00,                118131664.30,170519
,AUROIMPEX,SM,        27.30,                   305680.00,11200
,AUROPHARMA,EQ,      1648.20,               1366317259.20,816419
,AURUM,EQ,       224.95,                 40063258.18,179857
,AURUS,EQ,         4.64,                   102183.56,22489
,AUSL,SM,        24.65,                   147600.00,6000
,AUSOMENT,EQ,       156.45,                  3021178.84,19464
,AUSTENG,EQ,       121.40,                     7207.69,59
,AUTOAXLES,EQ,      1732.50,                 16272753.50,9452
,AUTOBEES,EQ,       288.88,                130765621.78,454387
,AUTOIETF,EQ,        28.96,                 45484455.87,1576618
