MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AKIKO,AKIKO GLOBAL SERVICES L,       383.20,       380.00,       382.95,       375.00,       379.10,                  3628920.00,9600, ,       413.00,       164.85
N,SM,ALLETEC,ALL E TECHNOLOGIES LTD,       128.15,       126.00,       128.15,       125.05,       126.30,                   910500.00,7200, ,       309.90,       115.80
N,SM,ALPEXSOLAR,ALPEX SOLAR LIMITED,       849.20,       854.00,       880.00,       847.10,       866.85,                 50735555.00,58700, ,      1374.85,       660.00
N,SM,ALUWIND,ALUWIND INFRA-TECH LTD,        47.10,        47.10,        47.10,        47.10,        47.10,                    70650.00,1500, ,        95.80,        40.00
N,SM,AMBAAUTO,AMBA AUTO SALES AND SER L,       111.95,       110.00,       111.85,       110.00,       111.85,                 11473950.00,104000, ,       137.50,        63.60
N,SM,ANAWIL,ANAWIL WIRE AND ENGIN LTD,       384.75,       382.30,       413.00,       371.25,       390.00,                166902960.00,425200, ,       491.95,       313.20
N,SM,AMCL,ANB METAL CAST LIMITED,       357.00,       362.00,       365.00,       362.00,       365.00,                   436800.00,1200, ,       554.00,       180.00
N,SM,AISL,ANI INTEGRATED SERV LTD.,        56.60,        54.00,        57.90,        54.00,        57.90,                    67140.00,1200, ,       105.10,        49.00
N,SM,ANLON,ANLON TECHNOLOGY SOL LTD,       632.00,       629.00,       669.00,       629.00,       645.00,                  4392100.00,6800, ,       748.00,       335.00
N,SM,ANONDITA,ANONDITA MEDICARE LIMITED,      1051.95,      1050.00,      1108.95,      1049.95,      1060.85,                117098050.00,109200,XR,      1316.00,       261.75
N,SM,ANYA,ANYA POLYTECH & FERTI LTD,        15.20,        15.00,        15.40,        15.00,        15.40,                   152000.00,10000, ,        25.45,        14.15
N,ST,APEXECO,APEX ECOTECH LIMITED,       249.05,       260.00,       260.00,       256.00,       256.00,                  1032720.00,4000, ,       297.15,       102.05
N,SM,APRAMEYA,APRAMEYA ENGINEERING LTD,       126.60,       124.00,       124.00,       120.60,       120.60,                  1455750.00,12000, ,       360.00,       114.25
G,ST,APSISAERO,APSIS AEROCOM LIMITED,       576.10,       587.60,       587.60,       587.60,       587.60,                  2115360.00,3600, ,       587.60,       147.20
N,SM,ARABIAN,ARABIAN PETROLEUM LIMITED,        88.00,        86.25,        86.25,        86.25,        86.25,                   172500.00,2000, ,        94.30,        63.20
N,SM,ARCIIL,ARC INSULATION & INSU LTD,        39.00,        38.20,        39.00,        38.20,        39.00,                   466400.00,12000, ,       136.50,        34.50
N,SM,ARHAM,ARHAM TECHNOLOGIES LTD,       205.75,       209.75,       209.75,       201.00,       206.10,                 13782500.00,68000, ,       223.75,        93.55
N,SM,ARISTO,ARISTO BIO T AND LIFESC L,       103.00,       103.00,       103.00,       103.00,       103.00,                   329600.00,3200, ,       140.00,        74.30
N,SM,ARUNAYA,ARUNAYA ORGANICS LIMITED,        14.50,        14.10,        14.20,        14.10,        14.20,                    85000.00,6000, ,        31.45,        13.90
N,SM,ARVINDPORT,ARVIND PORT AND INFRA LTD,        33.95,        33.50,        33.50,        33.50,        33.50,                   402000.00,12000, ,        71.25,        24.40
N,SM,ASHALOG,ASHAPURA LOGISTICS LTD,        61.80,        62.00,        62.00,        62.00,        62.00,                   124000.00,2000, ,        92.60,        49.60
N,SM,ASHWINI,ASHWINI CONTAINER MOVER L,       186.50,       186.50,       190.00,       186.00,       186.00,                  1314500.00,7000, ,       219.90,       120.00
G,ST,ATCENERGY,ATC ENERGIES SYSTEM LTD,        22.80,        22.90,        22.90,        22.85,        22.85,                    82320.00,3600, ,        67.80,        19.35
N,SM,ATMASTCO,ATMASTCO LIMITED,       142.25,       144.90,       144.90,       138.05,       139.10,                  2297220.00,16400, ,       247.50,        98.00
N,SM,AUROIMPEX,AURO IMPEX & CHEMICALS L,        26.00,        27.25,        27.30,        27.25,        27.30,                   305680.00,11200, ,        53.95,        21.25
N,SM,APS,AUSTRALIAN PREM SOLAR I L,       250.25,       250.00,       250.00,       245.00,       249.35,                  3603950.00,14500, ,       543.95,       228.00
N,ST,AVANA,AVANA ELECTROSYSTEMS LTD,       156.40,       148.65,       155.85,       148.65,       155.85,                  1218100.00,8000, ,       168.05,        60.10
N,SM,AVIANSH,AVI ANSH TEXTILE LIMITED,       103.00,       103.50,       104.00,       103.50,       104.00,                   207500.00,2000, ,       123.50,        95.00
N,SM,AVIENCE,AVIENCE BIOMEDICALS LTD,       275.00,       275.00,       275.00,       265.00,       272.50,                  2408160.00,9000, ,       414.95,       222.00
N,SM,AVPINFRA,AVP INFRACON LIMITED,        59.40,        59.40,        59.40,        57.30,        57.95,                  1493000.00,25600, ,       189.45,        54.50
N,SM,BAGDIGITAL,B.A.G.CONVERGENCE LIMITED,       108.70,       106.00,       106.00,       106.00,       106.00,                   169600.00,1600, ,       139.00,        95.75
N,SM,BABAFP,BABA FOOD PROCESSING,        22.10,        21.60,        21.60,        21.60,        21.60,                    34560.00,1600, ,        42.45,        17.65
N,SM,BAHETI,BAHETI RECYCLING IND LTD,       843.30,       848.90,       848.90,       835.05,       840.90,                  9163650.00,10875, ,       875.00,       478.00
N,SM,BALAJIPHOS,BALAJI PHOSPHATES LIMITED,       108.25,       114.80,       120.10,       110.00,       116.00,                 15273600.00,130000, ,       184.70,        78.80
N,SM,BARFLEX,BARFLEX POLYFILMS LIMITED,        58.25,        60.00,        60.00,        60.00,        60.00,                   120000.00,2000, ,        82.40,        50.05
N,SM,BASILIC,BASILIC FLY STUDIO LTD,       195.00,       191.00,       195.20,       190.25,       192.05,                   980220.00,5100, ,       509.80,       164.00
N,ST,BAWEJA,BAWEJA STUDIOS LIMITED,        25.00,        25.80,        25.80,        25.80,        25.80,                    20640.00,800, ,        55.45,        21.10
N,SM,BEACON,BEACON TRUSTEESHIP LTD,        85.15,        87.00,        87.00,        82.15,        86.65,                   426800.00,5000, ,       124.80,        50.00
N,SM,BEWLTD,BEW ENGINEERING LIMITED,        48.30,        48.50,        49.25,        48.00,        48.50,                   952850.00,19500, ,       159.30,        47.95
N,ST,BHADORA,BHADORA INDUSTRIES LTD,       110.35,       108.60,       108.60,       104.85,       105.00,                  2556900.00,24000, ,       128.85,        49.50
N,ST,BIKEWO,BIKEWO GREEN TECH LIMITED,       101.60,       102.50,       106.65,        98.50,       104.70,                 16649900.00,160000, ,       115.80,        13.65
N,SM,BMLL,BIO MEDICA LABORATORIES L,       145.35,       153.00,       163.80,       152.65,       160.90,                  4758450.00,30000, ,       164.45,       101.50
N,SM,BIOPOL,BIOPOL CHEMICALS LIMITED,        46.15,        41.55,        41.55,        41.55,        41.55,                  2393280.00,57600, ,       133.75,        41.55
N,SM,BLUEPEBBLE,BLUE PEBBLE LIMITED,        62.95,        62.95,        71.00,        62.95,        69.05,                  1084740.00,16000, ,       195.00,        59.20
N,ST,BLUEWATER,BLUE WATER LOGISTICS LTD,       483.00,       502.95,       502.95,       480.05,       487.00,                  5866100.00,12000, ,       502.95,       128.00
N,SM,BMETRICS,BOMBAY METRICS S C LTD,        33.50,        34.95,        35.85,        34.95,        35.85,                   142600.00,4000, ,        56.90,        31.05
N,SM,BOSS,BOSS PACKAGING SOLU LTD,        52.95,        54.00,        54.00,        54.00,        54.00,                   108000.00,2000, ,        57.20,        31.75
N,SM,BRACEPORT,BRACE PORT LOGISTICS LTD,        54.75,        58.75,        58.80,        58.25,        58.80,                   374560.00,6400, ,        98.80,        42.90
N,SM,BRANDMAN,BRANDMAN RETAIL LIMITED,       183.00,       195.00,       195.00,       183.20,       184.95,                 15526720.00,82400, ,       243.80,       109.35
N,ST,BULKCORP,BULKCORP INTERNATIONAL L,        71.60,        72.00,        72.00,        72.00,        72.00,                    86400.00,1200, ,        86.95,        38.05
N,SM,CPS,C P S SHAPERS LIMITED,      1150.00,      1190.00,      1190.00,      1150.00,      1150.00,                  1395000.00,1200, ,      1349.25,       679.25
N,SM,C2C,C2C ADVANCED SYSTEMS LTD,       229.00,       225.60,       230.00,       219.00,       224.50,                 20351737.50,91200, ,       888.00,       204.50
N,SM,CANARYS,CANARYS AUTOMATIONS LTD,        25.30,        24.90,        25.30,        24.90,        25.30,                   300800.00,12000, ,        35.20,        14.60
N,SM,CUDML,CASH UR DRIVE MARKETING L,       103.75,       103.70,       103.75,       101.25,       103.75,                  1225650.00,12000, ,       191.00,        84.95
N,ST,CEDAAR,CEDAAR TEXTILE LIMITED,        14.00,        13.40,        13.40,        13.30,        13.30,                   120050.00,9000, ,       118.00,        12.55
N,SM,CELLPOINT,CELL POINT (INDIA) LTD,        16.25,        16.20,        16.45,        16.00,        16.00,                    97860.00,6000, ,        21.10,        11.70
N,SM,CELLECOR,CELLECOR GADGETS LIMITED,        31.40,        31.40,        33.00,        31.40,        32.90,                 10067100.00,309000, ,        43.85,        21.80
N,SM,CMNL,CHAMAN METALLICS LIMITED,       115.00,       117.00,       120.00,       116.05,       120.00,                  2667900.00,22500, ,       183.90,        90.00
N,SM,CHANDAN,CHANDAN HEALTHCARE LTD,       220.15,       217.30,       217.30,       209.05,       211.40,                 10890320.00,51200, ,       358.00,       185.40
N,SM,CHAVDA,CHAVDA INFRA LIMITED,       126.75,       122.60,       125.15,       120.85,       123.90,                  3688550.00,30000, ,       148.00,        80.60
N,SM,CHETANA,CHETANA EDUCATION LIMITED,        43.85,        41.05,        43.95,        41.05,        43.90,                   893440.00,20800, ,        82.00,        30.10
N,SM,CLASSICEIL,CLASSIC ELECTRODE (IND) L,        55.00,        55.00,        55.00,        53.20,        53.20,                   344400.00,6400, ,       113.90,        34.75
N,SM,CLAYCRAFT,CLAY CRAFT INDIA LIMITED,       157.75,       159.00,       162.90,       158.00,       161.80,                  6433500.00,40200, ,       224.00,       149.00
N,SM,CSSL,CLEAR SECURED SERVICES L,        93.90,        92.05,        92.05,        92.00,        92.00,                   184050.00,2000, ,       164.00,        89.00
N,SM,COMMITTED,COMMITTED CARGO CARE LTD,       347.95,       349.00,       349.00,       349.00,       349.00,                  3350400.00,9600, ,       357.00,       174.25
N,SM,CONNPLEX,CONNPLEX CINEMAS LIMITED,       211.10,       210.00,       219.00,       210.00,       213.15,                  5484920.00,25600, ,       311.90,       178.15
N,SM,CONTI,CONTINENTAL SEED CHEM LTD,        11.65,        11.50,        11.65,        11.10,        11.10,                  3225344.10,279972, ,        28.50,        10.15
N,ST,COOLCAPS,COOL CAPS INDUSTRIES LTD,        21.65,        20.90,        22.65,        20.70,        22.50,                  3439062.50,157500, ,       109.00,        19.00
N,SM,CGRAPHICS,CREATIVE GRAPHICS S IND L,       146.80,       145.95,       149.00,       145.55,       147.30,                  3521960.00,24000, ,       259.00,       122.00
N,ST,CREDENT,CREDENT CONNECT N CARE L,       345.10,       341.00,       359.95,       338.00,       355.60,                 49099560.00,140400, ,       380.00,       325.70
N,ST,CLSL,CROP LIFE SCIENCE LIMITED,        87.50,        83.15,        83.15,        83.15,        83.15,                   166300.00,2000, ,        92.25,        39.05
N,SM,CURIS,CURIS LIFESCIENCES LTD,       137.50,       142.00,       150.35,       140.00,       141.95,                  1432250.00,10000, ,       150.35,        83.60
N,SM,CURRENT,CURRENT INFRAPROJECTS LTD,        91.50,        89.00,        89.00,        89.00,        89.00,                   569600.00,6400, ,       163.00,        85.00
N,SM,CMRSL,CYBER MEDIA RES & SER LTD,        68.25,        66.40,        66.40,        66.00,        66.40,                   264680.00,4000, ,        96.75,        52.45
N,SM,DANISH,DANISH POWER LIMITED,       850.50,       821.10,       854.70,       821.10,       852.25,                 12910695.00,15300, ,      1094.90,       550.50
N,SM,DCCL,DAR CREDIT & CAPITAL LTD,        43.50,        43.00,        43.00,        43.00,        43.00,                    86000.00,2000, ,        60.80,        33.00
N,SM,DCG,DCG CABLES & WIRES LTD,        67.05,        67.25,        77.00,        65.00,        74.65,                  8409840.00,116400, ,        77.45,        47.00
N,SM,DENEERS,DE NEERS TOOLS LIMITED,       168.05,       171.00,       171.75,       168.20,       170.00,                   408570.00,2400, ,       300.95,       132.00
N,SM,DECCANTRAN,DECCAN TRANSCON LEASING L,        21.10,        20.60,        20.60,        20.50,        20.50,                   123120.00,6000, ,        39.05,        16.25
N,SM,DELAPLEX,DELAPLEX LIMITED,        96.60,        96.00,       102.00,        95.00,       101.25,                   896610.00,9000, ,       194.85,        80.00
N,SM,DHANLAXMI,DHANLAXMI CROP SCIENCE L,        24.25,        24.25,        24.25,        24.25,        24.25,                    48500.00,2000, ,        45.45,        20.05
N,SM,DHANSA,DHANSA LABS LIMITED,        27.00,        26.00,        26.00,        25.65,        25.85,                   568600.00,22000, ,        47.00,        16.20
