TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-27,2026-08-27,CM,NSE,STK,2810,IN0020200427,SGBMR29XII,GB,,,,,2.50%GOLDBONDS2029SR-XII,15850.00,15900.01,15601.01,15757.09,15719.47,16015.52,,15753.69,,,565,8940591.33,53,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,10232,IN0020220045,SGBJUN30,GB,,,,,2.50%GOLDBONDS2030SR-I,15855.00,15855.00,15601.00,15730.00,15725.00,15961.61,,15730.00,,,345,5415415.93,83,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,11192,IN0020220078,SGBAUG30,GB,,,,,2.50%GOLDBONDS2030SR-II,16005.00,16005.00,15760.00,15785.45,15790.00,16070.00,,15785.45,,,352,5566413.70,112,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,13642,IN0020220110,SGBDE30III,GB,,,,,2.50%GOLDBONDS2030SR-III,15925.01,16050.00,15700.50,15720.10,15700.50,16022.46,,15722.17,,,295,4695403.57,79,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,7879,IN0020210236,SGBJAN30IX,GB,,,,,2.50%GOLDBONDS2030SR-IX,15900.99,15900.99,15625.71,15658.69,15655.00,15925.69,,15658.69,,,125,1959958.48,43,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,8401,IN0020210319,SGBMAR30X,GB,,,,,2.50%GOLDBONDS2030SR-X,16047.10,16047.10,15610.13,15693.13,15648.52,15967.26,,15693.13,,,356,5597313.33,78,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,17202,IN0020230069,SGBJUN31I,GB,,,,,2.50%GOLDBONDS2031SR-I,16098.89,16099.00,15803.00,15895.84,15871.50,16149.13,,15896.43,,,807,12900258.40,143,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,19456,IN0020230093,SGBSEP31II,GB,,,,,2.50%GOLDBONDS2031SR-II,16035.55,16245.34,15985.10,16003.20,16000.00,16201.48,,16002.86,,,1605,25785196.53,263,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,22476,IN0020230168,SGBDE31III,GB,,,,,2.50%GOLDBONDS2031SR-III,16187.99,16250.00,15899.99,15992.77,15990.00,16255.61,,15992.71,,,3284,52685888.84,561,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,14598,IN0020220169,SGBMAR31IV,GB,,,,,2.50%GOLDBONDS2031SR-IV,16137.69,16150.00,15806.66,15859.44,15856.04,16141.35,,15859.44,,,174,2789539.17,53,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,22886,IN0020230184,SGBFEB32IV,GB,,,,,2.50%GOLDBONDS2032SR-IV,16244.00,16349.00,16000.02,16060.04,16033.02,16350.45,,16063.35,,,3286,53153207.47,572,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,16921,INE144J01027,20MICRONS,EQ,,,,,20 MICRONS LTD,223.39,223.39,215.10,216.37,216.85,223.63,,216.37,,,152626,33281530.24,4668,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,4,INE253B01015,21STCENMGM,EQ,,,,,21ST CENTURY MGMT SERVICE,42.35,42.35,41.74,42.00,42.00,42.59,,42.00,,,4547,190202.60,31,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,13061,INE466L01038,360ONE,EQ,,,,,360 ONE WAM LIMITED,1194.00,1207.00,1191.70,1204.00,1204.00,1197.20,,1204.00,,,317442,381139526.00,19239,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,30105,INF579M01BB5,GOLD360,EQ,,,,,360ONEAMC - GOLD360,157.75,157.75,152.00,153.85,153.80,156.20,,153.87,,,32726,5028410.70,517,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,763602,INF579M01BP5,MSCI360,EQ,,,,,360ONEAMC - MSCI360,10.27,10.27,10.13,10.22,10.23,10.27,,10.22,,,18364,187788.71,25,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,756150,INF579M01BC3,SILVER360,EQ,,,,,360ONEAMC - SILVER360,236.46,236.46,230.69,233.10,233.26,236.46,,233.13,,,24742,5764374.78,431,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,762518,INE994E01018,3BBLACKBIO,EQ,,,,,3B BLACKBIO DX LTD.,1310.00,1361.90,1310.00,1350.30,1353.90,1306.30,,1351.24,,,16388,21973980.90,1983,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,6240,INE748C01038,3IINFOLTD,BE,,,,,3I INFOTECH LIMITED,24.04,24.49,23.22,23.40,23.32,24.04,,23.34,,,128616,3043941.96,586,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,474,INE470A01017,3MINDIA,EQ,,,,,3M INDIA LIMITED,33520.00,34515.00,33520.00,34245.00,34200.00,33570.00,,34243.80,,,3288,111938110.00,2086,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,2595,INE105C01023,3PLAND,EQ,,,,,3P LAND HOLDINGS LIMITED,32.00,32.40,31.55,31.87,31.90,32.00,,31.87,,,3978,126450.73,73,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,445,INE618L01018,5PAISA,EQ,,,,,5PAISA CAPITAL LIMITED,376.95,377.05,370.00,371.15,370.00,376.40,,371.09,,,18714,6981303.65,1032,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,11868,INE111B01023,63MOONS,EQ,,,,,63 MOONS TECHNOLOGIES LTD,778.60,784.50,739.10,745.45,742.40,777.55,,745.48,,,195262,147994049.15,7201,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,20052,INE787H07156,740IIFCL33,N1,,,,,7.40% TAX FREETRI SRIII,1151.58,1158.00,1151.58,1158.00,1158.00,1151.00,,1158.00,,,451,521016.00,5,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,19926,INE020B07JU4,743REC35,NH,,,,,7.43% TAX FREE TRI SR3B,1189.00,1200.00,1189.00,1191.00,1191.00,1185.10,,1191.00,,,1110,1329274.00,13,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,19976,INE134E07588,760PFCL35,N3,,,,,7.60% TAX FREE NCD,1210.00,1215.00,1210.00,1215.00,1215.00,1200.10,,1215.00,,,150,181805.00,8,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,20034,INE261F07032,764NABAR31,N2,,,,,7.64% TAX FREE TRI SRIIB,1115.10,1115.10,1115.00,1115.00,1115.00,1114.17,,1114.75,,,509,567535.90,3,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,19928,INE031A07AO5,764HUDCO31,N8,,,,,7.64% TAX FREETRI SR2B,1129.00,1129.00,1117.10,1117.10,1117.10,1132.90,,1117.10,,,48,53641.70,3,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,20030,INE202E07229,774IREDA31,N7,,,,,7.74% TAX FREE NCD,1130.90,1130.90,1130.00,1130.00,1130.00,1127.00,,1130.00,,,21,23737.20,2,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,19924,INE020B07GH7,812REC27,NI,,,,,8.12/8.32% TAX FREE NCD,1028.98,1028.98,1026.00,1027.26,1026.98,1021.51,,1027.26,,,51,52390.70,7,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,31240,INE031A07840,82HUDCO27,N2,,,,,8.20 NCD05MAR27 FV 1000,1047.30,1054.99,1047.01,1054.99,1054.99,1047.86,,1054.99,,,1260,1323045.84,16,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,20022,INE134E07208,830PFCL27,N5,,,,,8.30% TAX FREE NCD,1081.00,1081.00,1081.00,1081.00,1081.00,1080.05,,1081.00,,,20,21620.00,1,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,31484,INE848E07534,867NHPC33,N3,,,,,8.67% SEC RED BOND S3A,1226.10,1226.10,1226.00,1226.00,1226.00,1222.01,,1226.00,,,290,355540.10,2,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,192,INE906B07DF8,875NHAI29,N6,,,,,8.75% TAX FREE TR I S IIB,1113.90,1113.90,1112.70,1112.90,1112.90,1112.00,,1112.90,,,349,388405.00,7,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,19968,INE031A07949,876HUDCO28,ND,,,,,8.76% TAX FREETRI SR2B,1134.60,1134.60,1134.00,1134.08,1134.00,1134.06,,1134.08,,,260,294861.10,7,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,20058,INE787H07370,891IIFCL34,N4,,,,,8.91% TAX FREE NCD,1260.00,1260.10,1260.00,1260.00,1260.00,1251.55,,1260.00,,,215,270901.00,3,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,31768,INE733E07JJ9,891NTPC33,N6,,,,,8.91%S-R-NCD SERIES 3B,1280.00,1280.00,1275.05,1275.55,1275.55,1274.10,,1276.00,,,239,305121.00,8,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,31487,INE848E07567,892NHPC33,N6,,,,,8.92% SEC RED BOND S3B,1254.00,1256.00,1253.00,1253.85,1253.00,1255.00,,1254.29,,,350,438980.00,7,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,20028,INE134E07463,892PFCL33,N8,,,,,8.92% TAX FREE NCD,1282.00,1282.00,1280.01,1280.02,1280.02,1279.10,,1280.01,,,103,131929.09,3,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,19970,INE031A07AB2,901HUDCO34,NE,,,,,9.01% TAX FREETRII SR3B,1280.00,1289.90,1277.00,1289.25,1289.90,1290.00,,1289.25,,,479,614186.00,40,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,759130,INE08PH01015,ABCOTS,EQ,,,,,A B COTSPIN INDIA LIMITED,209.90,209.90,203.10,204.50,205.89,205.36,,204.50,,,7494,1543875.94,95,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,27016,INE00YB01025,ABINFRA,BE,,,,,A B INFRABUILD LIMITED,11.95,11.95,11.36,11.36,11.36,11.95,,11.33,,,384359,4383283.09,641,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,762528,INE850B01026,ABMKNO,EQ,,,,,A B M KNOWLEDGEWARE LTD.,187.10,193.00,182.01,187.21,184.00,186.39,,186.22,,,1079,201902.72,43,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,762536,INE366C01021,ACSTECH,BE,,,,,A C S TECHNOLOGIES LTD.,50.00,50.40,48.51,49.95,49.50,48.45,,49.97,,,53166,2625632.80,189,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,15147,INE0O6N01012,AGUL,SM,,,,,A G UNIVERSAL LIMITED,48.45,48.45,48.45,48.45,48.45,51.00,,48.45,,,4000,193800.00,2,F1,2000,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,762538,INE701G01012,AKCAPIT,EQ,,,,,A K CAPITAL SERVICES LTD.,1761.70,1761.70,1685.00,1686.20,1686.00,1717.60,,1686.69,,,1302,2206814.00,161,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,20906,INE619I01012,A2ZINFRA,EQ,,,,,A2Z INFRA ENGINEERING LTD,16.40,16.70,16.01,16.41,16.32,16.00,,16.42,,,423268,6983013.17,602,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,12533,INE0D0U01013,AAATECH,EQ,,,,,AAA TECHNOLOGIES LIMITED,91.40,93.37,91.01,92.01,91.75,91.49,,92.01,,,4547,418639.42,130,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,23729,INE883F01010,AADHARHFC,EQ,,,,,AADHAR HOUSING FINANCE L,472.70,472.80,464.05,465.80,464.95,470.35,,465.79,,,161831,75401604.85,14683,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,757579,INE1GYP01013,AAKAAR,SM,,,,,AAKAAR MEDICAL TECHNO LTD,67.95,67.95,67.95,67.95,67.95,65.85,,67.95,,,1600,108720.00,1,F1,1600,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,235,INE087Z01024,AAKASH,EQ,,,,,AAKASH EXPLORATION SER L,8.73,8.98,8.70,8.75,8.78,8.73,,8.75,,,21147,185301.45,215,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,758120,INE124401014,AARADHYA,SM,,,,,AARADHYA DISPOSAL INDUS L,65.00,65.00,65.00,65.00,65.00,65.00,,65.00,,,1200,78000.00,1,F1,1200,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,5245,INE198H01019,AAREYDRUGS,EQ,,,,,AAREY DRUGS & PHARM LTD,83.49,84.78,80.02,84.78,84.78,80.75,,84.78,,,192944,16232384.68,571,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,761824,INE750R01016,AARNAV,BE,,,,,AARNAV FASHIONS LIMITED,34.05,34.10,32.82,33.36,34.10,34.10,,33.36,,,1790,59088.39,25,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,1030,INE721Z01010,AARON,EQ,,,,,AARON INDUSTRIES LIMITED,136.08,139.90,134.81,135.71,137.20,136.08,,135.71,,,10460,1427430.52,325,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,17164,INE01C001026,AARTECH,BE,,,,,AARTECH SOLONICS LIMITED,47.99,50.00,47.50,49.62,49.50,47.92,,49.12,,,97815,4823638.67,219,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,4481,INE767A01016,AARTIDRUGS,EQ,,,,,AARTI DRUGS LTD.,419.95,423.00,413.90,417.90,418.40,418.00,,417.87,,,81669,34201063.00,3674,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,7,INE769A01020,AARTIIND,EQ,,,,,AARTI INDUSTRIES LTD,542.95,543.00,534.55,538.90,537.10,542.95,,538.91,,,531274,285735944.05,16577,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,13868,INE0LRU01027,AARTIPHARM,EQ,,,,,AARTI PHARMALABS LIMITED,836.00,843.00,810.10,813.50,814.10,836.65,,813.53,,,397741,326107669.70,20879,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,19263,INE09EO01013,AARTISURF,BE,,,,,AARTI SURFACTANTS LIMITED,531.00,546.00,530.00,539.90,535.10,538.15,,540.06,,,4244,2273935.55,240,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,19073,INE754X01016,AARVI,EQ,,,,,AARVI ENCON LIMITED,150.59,151.93,144.01,145.07,145.23,150.04,,145.07,,,11191,1653493.92,536,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,763800,INE2FMX01012,AASTHA,EQ,,,,,AASTHA SPINTEX LIMITED,88.37,88.37,88.36,88.36,88.37,80.34,,88.36,,,2787093,246290710.86,3220,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,16961,INE0OB201016,AATMAJ,SM,,,,,AATMAJ HEALTHCARE LIMITED,18.05,18.50,18.05,18.25,18.50,18.55,,18.25,,,4000,73100.00,2,F1,2000,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,5385,INE216P01012,AAVAS,EQ,,,,,AAVAS FINANCIERS LIMITED,1279.40,1293.60,1257.90,1269.40,1276.00,1285.80,,1269.41,,,349968,445064734.10,41236,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,7759,INE421A01028,ABAN,BE,,,,,ABAN OFFSHORE LTD.,15.43,15.43,15.43,15.43,15.43,15.74,,15.35,,,5041,77782.63,52,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,762523,INE365O01028,ABANSENT,EQ,,,,,ABANS ENTERPRISES LTD.,27.88,29.30,27.11,27.51,28.45,27.91,,27.51,,,6608,185128.07,132,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,13288,INE00ZE01026,AFSL,EQ,,,,,ABANS FINANCIAL SRVCS LTD,201.88,202.40,201.12,202.04,202.40,201.00,,202.04,,,3110,627689.91,82,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,13,INE117A01022,ABB,EQ,,,,,ABB INDIA LIMITED,7600.00,7693.00,7490.00,7490.00,7490.00,7609.00,,7490.09,,,189460,1431869452.00,21801,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,17903,INE358A01014,ABBOTINDIA,EQ,,,,,ABBOTT INDIA LIMITED,26680.00,26695.00,26300.00,26350.00,26300.00,26555.00,,26351.84,,,4712,124658270.00,2279,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,27284,INE0UYG01015,ABHAPOWER,SM,,,,,ABHA POWER N STEEL LTD,23.80,24.00,23.00,24.00,24.00,24.00,,24.00,,,19200,448960.00,11,F1,1600,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,4626,INE0CAJ01017,AILIMITED,SM,,,,,ABHISHEK INTEGRATIONS LTD,17.90,18.00,17.90,18.00,18.00,17.15,,18.00,,,6000,107700.00,2,F1,3000,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,5551,INE251C01025,ABMINTLLTD,BE,,,,,ABM INTERNATIONAL LTD,57.46,57.46,57.44,57.44,57.44,60.46,,57.44,,,1333,76568.52,24,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,23786,INE0QRV01016,ABSMARINE,ST,,,,,ABS MARINE SERVICES LTD,298.00,298.00,287.50,293.45,292.00,286.40,,293.45,,,109500,32080125.00,167,F1,500,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,22,INE012A01025,ACC,EQ,,,,,ACC LIMITED,1330.00,1335.00,1310.00,1310.60,1310.00,1331.70,,1310.49,,,67738,89292996.60,7360,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,7053,INE793A01012,ACCELYA,EQ,,,,,ACCELYA SOLN INDIA LTD,1142.00,1145.10,1128.10,1134.90,1138.20,1131.80,,1134.89,,,4730,5369078.80,567,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,20488,INE0Q5D01013,ACCENTMIC,SM,,,,,ACCENT MICROCELL LIMITED,599.00,599.00,584.05,592.10,595.00,593.75,,592.10,,,37500,22130350.00,57,F1,500,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,757024,INE0T8T01010,ACCPL,ST,,,,,ACCRETION PHARMA LIMITED,200.00,200.00,199.55,199.55,199.55,200.80,,199.55,,,3600,719460.00,2,F1,1200,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,1472,INE648Z01023,ACCURACY,BE,,,,,ACCURACY SHIPPING LIMITED,4.65,4.65,4.54,4.57,4.60,4.59,,4.51,,,22250,103055.99,99,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,11779,INE543V01017,ACEINTEG,EQ,,,,,ACE INTEGRATED SOLU. LTD.,18.16,18.16,17.11,17.38,17.40,17.72,,17.38,,,1130,19807.18,44,F1,1,,,,,
