MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,MAZDA LIMITED,       249.40,       252.90,       261.85,       242.00,       261.30,                 16169322.95,62477,N, ,568,       308.00,       159.20
N,MCNALLY BHARAT ENGIN CO L,       223.65,       234.83,       234.83,       234.83,       234.83,                  1292034.66,5502,N, ,204,       234.83,       213.00
N,MENON BEARINGS LIMITED,       301.40,       299.80,       299.80,       287.00,       293.90,                 15062644.00,51333,N, ,905,       301.40,       101.50
N,MANGALAM GLOBAL ENT LTD,        14.33,        14.10,        14.64,        14.10,        14.44,                   927921.13,64418,N, ,173,        18.40,         9.53
N,MAHALAXMI RUBTECH LIMITED,       172.57,       175.45,       180.00,       170.00,       176.82,                  2051348.55,11796,N, ,87,       244.65,       105.53
G,MIC ELECTRONICS LTD,        39.02,        38.24,        38.24,        38.24,        38.24,                   846595.36,22139,N, ,236,        82.97,        29.97
N,MINAL INDUSTRIES LTD.,         4.63,         4.86,         4.86,         4.86,         4.86,                   448859.88,92358,N, ,82,         4.86,         1.71
N,MITCON CON & ENG SER LTD,        79.20,        76.50,        78.97,        75.24,        78.76,                   267883.55,3467,N, ,28,        91.70,        49.56
N,MOLD-TEK TECHNOLOGIES LTD,       192.76,       192.75,       202.39,       187.00,       202.38,                 27116535.26,135934,N, ,887,       221.00,       101.10
N,MOTOR & GENERAL FINANCE L,        28.03,        28.50,        28.50,        26.86,        27.51,                   504899.74,18373,N, ,56,        32.82,        17.50
N,MPDL LTD.,        30.15,        29.55,        31.65,        28.65,        31.65,                    54619.10,1792,N, ,21,        45.29,        23.26
N,MTAR TECHNOLOGIES LIMITED,      6946.50,      6880.00,      6890.00,      6611.50,      6872.00,                661706526.50,97570,N, ,15714,      8714.00,      1400.00
N,MT EDUCARE LTD,         1.80,         1.72,         1.87,         1.71,         1.75,                    31305.33,17930,N, ,53,         2.53,         1.17
N,MUKTA ARTS LIMITED,        57.00,        57.00,        57.72,        57.00,        57.50,                    46038.60,805,N, ,5,        72.89,        37.01
N,MYSORE PETRO CHEMICALS L,       124.76,       122.75,       123.99,       120.00,       120.05,                  1852554.42,15331,N, ,206,       182.03,       111.00
N,NAVKAR URBANSTRUCTURE LTD,         0.92,         0.92,         0.94,         0.88,         0.89,                  1162299.69,1313053,N, ,442,         2.93,         0.70
N,NORTH EAST CARRY CORP LTD,        16.10,        16.10,        16.90,        15.57,        16.90,                  9149332.15,541572,N, ,217,        24.01,        10.55
N,NEUEON CORPORATION LTD,        12.05,        11.99,        12.30,        11.45,        11.45,                   928294.71,80587,N, ,177,        27.40,        11.45
N,NOVA AGRITECH LIMITED,        24.22,        23.46,        24.00,        23.01,        23.51,                  1787120.19,76744,N, ,353,        53.70,        18.12
G,NUPUR RECYCLERS LIMITED,       120.05,       120.05,       122.00,       120.05,       122.00,                 19240899.30,159039,N, ,225,       125.00,        45.10
N,NURECA LIMITED,       339.00,       338.05,       338.05,       330.30,       336.75,                   552776.40,1655,N, ,101,       358.00,       204.00
N,OCCL LIMITED,       163.01,       164.00,       164.70,       160.00,       163.35,                  5557329.29,34223,N, ,227,       183.03,        75.71
N,OIL COUNTRY TUBULAR LTD.,        67.23,        67.80,        70.59,        64.20,        67.67,                 12928035.27,186901,N, ,513,        84.60,        35.65
N,OM FREIGHT FORWARDERS LTD,        89.94,        89.94,        90.59,        87.50,        88.08,                   150203.44,1697,N, ,61,       114.33,        58.95
N,ONELIFE CAP ADVISORS LTD,        32.46,        31.50,        32.95,        31.30,        31.93,                   594005.57,18881,N, ,42,        40.10,        11.15
G,ONMOBILE GLOBAL LTD.,        49.50,        48.51,        48.51,        48.51,        48.51,                   764614.62,15762,N, ,149,        84.00,        40.21
N,ORBIT EXPORTS LIMITED,       238.97,       236.90,       245.00,       236.90,       240.76,                   346595.53,1452,N, ,30,       278.61,       135.00
N,ORIENT PRESS LIMITED,        82.22,        81.00,        83.88,        81.00,        82.50,                    61777.76,758,N, ,13,       102.30,        53.72
N,OSIA HYPER RETAIL LIMITED,         2.45,         2.46,         2.48,         2.39,         2.46,                   687280.41,282119,N, ,266,        33.08,         2.38
N,PALRED TECHNOLOGIES LTD,        50.50,        50.40,        52.80,        48.16,        52.80,                    53515.90,1064,N, ,11,        73.60,        27.45
G,PANACHE DIGILIFE LIMITED,       519.40,       515.00,       525.05,       515.00,       525.05,                  1022867.20,1973,N, ,43,       559.40,       237.70
N,PARSVNATH DEVELOPER LTD,         1.49,         1.51,         1.51,         1.51,         1.51,                  3791539.03,2510953,N, ,262,        18.75,         1.35
N,PASUPATI ACRYLON LIMITED,        62.73,        62.00,        65.00,        61.55,        64.64,                  8085712.07,126973,N, ,574,        78.95,        40.41
N,PATEL INT. LOG. LTD,        12.87,        12.80,        13.50,        12.80,        13.30,                  1888492.03,145528,N, ,172,        16.90,         8.01
N,PENINSULA LAND LIMITED,        15.38,        15.38,        15.64,        15.00,        15.49,                  1390040.84,90151,N, ,205,        37.98,        13.82
N,PIONEER INVESTCORP LTD.,        79.50,        79.50,        79.50,        75.53,        76.43,                    93588.82,1221,N, ,30,       135.44,        72.50
N,PPAP AUTOMOTIVE LIMITED,       269.30,       269.00,       269.00,       256.25,       261.05,                  3783340.25,14487,N, ,241,       379.50,       176.00
N,PRAKASH PIPES LIMITED,       261.55,       258.20,       259.45,       254.00,       257.10,                  5533104.45,21504,N, ,311,       338.65,       163.21
N,PRADEEP METALS LTD.,       490.35,       490.00,       497.90,       483.00,       497.90,                  1143328.05,2320,N, ,29,       596.00,       357.05
N,PREMIER LIMITED,         2.90,         2.90,         2.90,         2.76,         2.76,                    15874.16,5669,N, ,22,         3.88,         2.59
N,PRITI INTERNATIONAL LTD,        33.29,        33.99,        33.99,        33.25,        33.25,                   105776.57,3141,N, ,51,        85.00,        31.50
N,PRITIKA AUTO INDUS LTD,        16.75,        16.80,        16.99,        16.16,        16.32,                  1834500.86,111868,N, ,329,        20.99,        10.41
N,PRUDENTIAL SUGAR CORPORAT,        16.42,        15.80,        16.20,        15.75,        15.81,                    48520.62,3073,N, ,24,        41.50,        11.26
N,QMS MEDICAL ALLIED S LTD,       161.31,       160.00,       161.99,       157.75,       158.33,                  1965704.54,12338,N, ,129,       164.70,        98.05
N,QUICK HEAL TECH LTD,       137.23,       138.66,       138.66,       136.05,       137.96,                  4763735.63,34614,N, ,422,       371.40,       125.00
N,RAJOO ENGINEERS LIMITED,        49.45,        49.44,        49.44,        48.06,        48.67,                  3887169.57,79982,N, ,554,       103.69,        46.00
N,RAJ RAYON INDUSTRIES LTD,        22.81,        22.81,        23.15,        22.36,        22.43,                   875235.11,38997,N, ,120,        28.90,        19.41
G,RAMA STEEL TUBES LIMITED,         4.25,         4.17,         4.17,         4.17,         4.17,                  1711146.99,410347,N, ,1144,        11.58,         3.43
N,RATNAVEER PRECISION LTD,        27.35,        17.50,        17.50,        16.45,        16.45,                  1911049.75,115644,N, ,1273,        17.50,        16.45
N,RELIANCE COMMUNICATIONS L,         0.81,         0.82,         0.82,         0.78,         0.79,                  2521892.93,3152372,N, ,1812,         1.55,         0.75
N,RELIANCE INFRASTRUCTU LTD,        58.21,        58.50,        59.30,        57.05,        57.05,                 19375271.97,333917,N, ,2686,       299.00,        57.05
N,RUDRABHISHEK ENTERP LTD,        64.99,        64.99,        67.99,        62.65,        64.30,                   110789.39,1691,N, ,21,       169.18,        59.40
N,R M DRIP & SPRINK SYS LTD,        21.77,        21.80,        22.00,        21.00,        21.06,                  6903743.98,326982,N, ,774,       807.45,        14.81
N,ROLLATAINERS LIMITED,         4.01,         4.01,         4.05,         3.81,         3.98,                  1381446.55,354271,N, ,298,         4.32,         1.02
N,RAJSHREE POLYPACK LTD,        23.14,        23.00,        23.00,        22.50,        22.89,                   407608.50,17997,N, ,81,        26.97,        14.25
N,R S D FINANCE LTD.,        97.60,        93.00,       101.00,        93.00,        95.37,                   180096.95,1895,N, ,37,       168.48,        65.60
N,RSWM LIMITED,       197.09,       198.05,       206.94,       195.00,       206.94,                 12099150.78,59644,N, ,457,       238.00,       120.00
N,THE RUBY MILLS LTD,       385.80,       382.20,       399.00,       375.00,       396.80,                  2331570.35,5981,N, ,104,       424.90,       169.02
N,SADBHAV INFRA PROJ LTD.,         2.58,         2.58,         2.66,         2.51,         2.58,                   198068.95,76195,N, ,157,         4.79,         2.06
G,SADHANA NITROCHEM LIMITED,         2.76,         2.71,         2.71,         2.71,         2.71,                  2243172.69,827739,N, ,326,        11.30,         1.27
N,SANGINITA CHEMICALS LTD,        58.76,        60.00,        61.69,        55.85,        57.20,                122871951.74,2064599,N, ,1602,        68.02,         9.23
N,SCAN STEELS LTD.,        57.19,        56.52,        59.70,        55.00,        58.02,                  1606739.14,28324,N, ,139,        68.81,        31.35
N,SHEETAL COOL PRODUCTS LTD,       644.00,       631.00,       648.00,       622.25,       637.20,                  4097153.00,6415,N, ,174,       690.00,       190.03
N,SETCO AUTOMOTIVE LTD,        17.67,        17.67,        18.35,        17.15,        17.51,                   776811.32,43962,N, ,144,        28.62,        11.56
N,SEYA INDUSTRIES LIMITED,        12.17,        12.17,        12.25,        12.05,        12.25,                    45944.86,3788,N, ,28,        23.99,         8.54
N,SHALIM PAINTS LTD,        79.38,        79.06,        79.75,        76.60,        77.67,                  5271332.36,67729,N, ,375,        95.95,        35.21
N,SHARDUL SECURITIES LTD.,        52.77,        51.90,        53.38,        51.90,        53.03,                   671052.80,12696,N, ,55,        60.00,        23.05
N,SHEKHAWATI INDUSTRIES LTD,        15.98,        15.95,        15.95,        15.19,        15.30,                   166285.89,10798,N, ,60,        25.75,         9.12
N,SHEMAROO ENTER. LTD.,       126.16,       122.36,       127.89,       122.36,       126.78,                  1009271.20,7971,N, ,49,       143.00,        73.00
N,SHIVALIK RASAYAN LIMITED,       338.05,       344.30,       344.30,       321.15,       325.85,                 13429363.80,41241,N, ,672,       496.00,       206.40
N,SHYAM CENTURY FERROUS LTD,         4.95,         5.19,         5.19,         4.85,         5.02,                   204102.67,40748,N, ,77,         9.75,         3.68
N,SICAL LOGISTICS LIMITED,        98.77,       103.50,       103.70,       103.50,       103.70,                  2513957.60,24246,N, ,58,       190.75,        85.61
N,SIGNET INDUSTRIES LIMITED,        70.09,        68.80,        72.50,        68.80,        71.58,                  1875409.58,26413,N, ,345,        74.99,        40.66
N,SIGMA ADVANCED SYSTEM LTD,       780.45,       778.05,       787.80,       750.25,       772.95,                130288539.20,169732,N, ,3145,       801.00,       126.73
N,SIKKO INDUSTRIES LIMITED,         5.11,         5.11,         5.34,         4.92,         5.19,                  2634226.64,515912,N, ,441,       136.63,         3.55
N,SMARTLINK HOLDINGS LTD,       214.42,       207.60,       222.90,       205.00,       209.37,                  1359332.77,6540,N, ,95,       233.00,       103.50
N,SPECIALITY REST LTD,       138.93,       138.10,       140.05,       135.20,       138.09,                  6430203.06,46224,N, ,171,       167.46,        82.70
N,SPECTRUM ELECTRIC IND LTD,      2135.80,      2100.00,      2180.00,      2072.20,      2148.30,                 12961813.90,6134,N, ,272,      2637.20,      1050.00
N,STALLION IND FLUOROCHEM L,       207.60,       207.11,       215.00,       205.30,       212.45,                 76578198.87,362563,N, ,3559,       423.80,        99.32
N,STERLING TOOLS LIMITED,       212.84,       212.00,       223.48,       211.50,       220.06,                  6174303.16,28250,N, ,464,       361.95,       155.00
N,STERLITE TECHNOLOGIES LTD,       693.70,       680.10,       725.40,       665.50,       714.35,               1214078095.45,1724135,N, ,62449,       757.70,        84.60
N,SUNDARAMBRAKE LININGS LTD,       768.00,       750.00,       761.30,       740.20,       748.00,                   657199.05,875,N, ,43,       920.00,       460.00
N,SUPER SPINNING MILLS LTD,         6.52,         6.68,         6.84,         6.45,         6.51,                   157810.24,24050,N, ,38,         9.99,         3.79
N,SUPER TANNERY LTD.,        15.44,        16.21,        16.21,        14.67,        14.67,                 10408442.04,663473,N, ,2211,        16.21,         6.81
N,SUTLEJ TEXT & INDUS LTD,        39.44,        39.20,        39.50,        38.50,        38.77,                  1004351.77,25954,N, ,71,        41.50,        24.00
N,SHREE VASU LOGISTICS LTD,       815.10,       838.00,       838.00,       800.00,       807.00,                  1734669.15,2150,N, ,98,       897.45,       445.15
N,SWAN DEFENCE N HEVY IND L,      2413.80,      2427.00,      2480.00,      2314.00,      2444.70,                 49513141.50,20462,N, ,656,      2750.00,       410.30
N,SWARAJ SUITING LIMITED,       358.95,       367.85,       367.85,       356.15,       357.40,                 29505363.35,82430,N, ,315,       386.75,       356.15
N,SYSTEMATIX CORP SERVICE L,        57.72,        55.40,        58.00,        55.40,        56.82,                    78480.22,1376,N, ,35,       177.90,        51.89
N,TAMBOLI INDUSTRIES LTD.,       253.05,       248.00,       253.00,       248.00,       253.00,                   272139.20,1089,N, ,20,       264.62,       141.50
N,TCIFINANCELTD-ROLL SETT,        15.25,        15.05,        15.25,        15.05,        15.20,                   120481.36,7965,N, ,61,        38.46,        10.00
N,THACKER & CO. LTD.,      1039.00,      1090.00,      1090.00,      1000.00,      1000.00,                   110550.00,102,N, ,5,      1689.90,       951.00
N,TWAMEV CONS AND INFRA LTD,         8.39,         8.38,         8.38,         8.00,         8.23,                   876925.62,108161,N, ,235,        33.99,         8.00
N,TIL LTD,       230.67,       227.10,       236.00,       227.10,       233.34,                  9677158.32,41589,N, ,241,       371.95,       161.25
N,TIRUPATI FORGE LIMITED,        68.13,        67.50,        68.65,        66.00,        66.33,                  9783343.28,146320,N, ,726,        83.90,        30.11
N,TEAMO PRODUCTIONS HQ LTD,         0.57,         0.59,         0.59,         0.57,         0.57,                   760501.50,1294758,N, ,471,         0.86,         0.40
N,TRANSPEK INDUSTRIES LTD,      1422.80,      1420.00,      1420.00,      1356.00,      1384.90,                  3698226.60,2669,N, ,130,      1475.00,       952.30
G,TRANSWORLD SHIP LINES LTD,       169.74,       166.35,       166.35,       166.35,       166.35,                   515851.35,3101,N, ,40,       287.58,       111.56
N,TV VISION LIMITED,         3.48,         3.55,         3.55,         3.31,         3.31,                   148390.61,44121,N, ,73,        12.40,         3.23
N,UCAL LIMITED,       146.87,       146.00,       149.45,       145.52,       148.11,                  1843481.58,12495,N, ,114,       163.80,        77.00
N,UNITED FOODBRANDS LIMITED,       693.00,       672.50,       727.65,       658.55,       727.25,                 91894677.05,129643,N, ,1932,       850.00,       172.34
G,UMA EXPORTS LIMITED,        25.44,        25.00,        25.00,        24.94,        24.94,                   287316.30,11520,N, ,49,        55.90,        18.12
N,UNITED DRILLING TOOLS LTD,       222.20,       221.50,       226.80,       213.10,       221.27,                  1006003.93,4597,N, ,77,       254.97,       146.00
N,UNIVASTU INDIA LIMITED,       153.06,       151.53,       160.71,       146.10,       160.70,                 32200993.77,203175,N, ,791,       273.90,        56.02
N,UNIVERSUS IMAGINGS LTD,       444.60,       440.15,       450.00,       440.00,       445.00,                   186069.60,417,N, ,13,       515.80,       180.60
N,URAVI DEFENCE &TECH LTD,       118.97,       119.70,       124.91,       119.20,       124.05,                  2138340.19,17249,N, ,276,       477.00,       101.00
N,U. Y. FINCORP LIMITED,        19.84,        19.90,        19.90,        19.05,        19.30,                  1874992.80,96462,N, ,218,        22.34,        11.50
N,VALIANT LABORATORIES LTD,        91.56,        92.58,        96.13,        92.58,        96.13,                 28421518.94,296583,N, ,393,       110.70,        49.51
N,VALIANT ORGANICS LIMITED,       286.80,       288.20,       301.10,       285.00,       301.10,                 17542003.95,58968,N, ,425,       397.00,       195.00
N,VARDHAMAN ACRYLICS LTD,        43.22,        43.10,        43.63,        42.70,        42.70,                   545654.21,12692,N, ,108,        48.77,        27.01
N,VAXTEX COTFAB LIMITED,         1.83,         1.82,         1.83,         1.74,         1.74,                  1259351.30,706068,N, ,225,         2.66,         0.87
N,VELJAN DENISON LTD.,      1801.00,      1824.60,      1835.00,      1781.00,      1803.10,                   814572.70,447,N, ,51,      1980.00,       812.00
N,VENUS REMEDIES LIMITED,      1600.90,      1600.90,      1650.00,      1571.10,      1620.90,                 40838995.10,25245,N, ,1124,      2044.30,       424.00
N,VETO SWITCHGEAR CABLE LTD,       126.05,       127.99,       127.99,       123.30,       126.02,                  1660672.95,13200,N, ,124,       153.95,        82.32
N,VICEROY HOTELS LIMITED,       115.42,       116.57,       117.41,       114.80,       115.25,                  1614699.27,13990,N, ,58,       155.36,       111.55
G,VIJI FINANCE LIMITED,        15.64,        15.95,        15.95,        15.95,        15.95,                   462438.35,28993,N, ,41,        15.95,         2.01
G,VIPUL LIMITED,        14.84,        14.55,        14.55,        14.55,        14.55,                    15946.80,1096,N, ,18,        18.60,         7.38
N,VIVIANA POWER TECH LTD,       740.55,       743.95,       754.90,       715.00,       750.40,                 12589889.95,17022,N, ,420,       967.90,       661.00
N,VIVIMED LABS LIMITED,         6.80,         6.67,         6.67,         6.67,         6.67,                   195457.68,29304,N, ,27,         7.21,         4.75
N,VL E GOV AND IT SOL LTD,        10.23,        10.37,        10.69,         9.90,        10.42,                   627955.89,60749,N, ,225,        38.90,         8.42
G,WELSPUN INV & COMM LTD,      2170.10,      2213.00,      2213.00,      2140.00,      2145.10,                  1009265.10,459,N, ,24,      2340.60,      1065.50
N,ZEE LEARN LIMITED,         7.42,         7.21,         7.49,         7.21,         7.36,                  1753343.69,238149,N, ,340,        10.45,         4.17
N,AGS TRANSACT TECH LTD,         2.01,         1.99,         2.04,         1.96,         1.98,                   178499.81,89045,N, ,175,         5.71,         1.88
N,ANKIT MET & POW LTD,         1.72,         1.71,         1.72,         1.69,         1.71,                    14917.43,8722,N, ,23,         2.12,         1.29
N,ANSAL PROP & INFRA LTD,         3.20,         3.26,         3.26,         3.24,         3.26,                    11076.10,3398,N, ,20,         5.30,         2.51
N,ARSHIYA LIMITED,         0.74,         0.71,         0.71,         0.71,         0.71,                    51435.24,72444,N, ,63,         2.59,         0.71
N,ASTRON PAPER BORD MIL LTD,         3.07,         3.00,         3.10,         2.95,         2.98,                    62434.29,20922,N, ,68,        18.89,         2.89
N,CEREBRA INT TECH LTD,         2.51,         2.51,         2.59,         2.49,         2.57,                   220436.70,86970,N, ,75,        10.08,         2.40
N,COMPUAGE INFOCOM LTD,         1.11,         1.12,         1.15,         1.06,         1.07,                    12564.86,11679,N, ,21,         2.52,         0.91
N,DHARAN INFRA-EPC LIMITED,         0.14,         0.15,         0.15,         0.13,         0.13,                  4308338.97,30671706,N, ,2482,         0.61,         0.11
N,FUTURE ENTERPRISES LTD,         0.38,         0.38,         0.39,         0.38,         0.39,                    47913.96,123793,N, ,86,         0.65,         0.34
N,FUTURE ENTERPRISES LTD,         2.23,         2.30,         2.30,         2.23,         2.23,                      948.12,420,N, ,8,         3.78,         2.21
N,FUT LIFESTYLE FASH LTD,         1.19,         1.22,         1.24,         1.15,         1.23,                    34406.84,28609,N, ,66,         1.99,         1.10
N,GENSOL ENGINEERING LTD,        17.23,        17.49,        17.80,        16.51,        16.86,                   448724.10,26383,N, ,334,        35.45,        16.40
N,GOLDEN TOBACCO LIMITED,        24.46,        24.40,        25.27,        24.00,        24.27,                   110245.15,4522,N, ,34,        37.50,        20.34
N,HOUSING DEV & INFRA LTD,         1.50,         1.50,         1.54,         1.47,         1.52,                   200084.39,133742,N, ,160,         3.27,         1.45
N,HMT LTD -,        64.27,        65.20,        67.48,        63.55,        67.48,                  3103345.26,46803,N, ,398,        72.95,        41.00
N,IL&FS ENG AND CONS CO LTD,        35.00,        35.00,        35.49,        34.00,        34.10,                   268228.31,7834,N, ,27,        39.39,        21.00
N,IL&FS TRANS NET LTD,         2.23,         2.29,         2.29,         2.16,         2.19,                    63846.08,28924,N, ,61,         3.34,         1.75
N,IMPEX FERRO TECH LIMITED,         4.46,         4.54,         4.54,         4.54,         4.54,                    44746.24,9856,N, ,12,         4.54,         1.30
N,LAKSHMI PRE SCRE LTD,         4.90,         4.90,         5.00,         4.66,         4.92,                     7185.96,1475,N, ,21,         6.67,         4.10
N,MEP INFRA. DEVELOPERS LTD,         0.74,         0.75,         0.75,         0.73,         0.73,                   180248.00,244703,N, ,91,         2.87,         0.50
N,RAJESH EXPORTS LTD,        75.71,        77.90,        79.49,        77.00,        79.49,                 23823118.39,300872,N, ,2100,       237.88,        72.63
N,RELIANCE HOME FINANCE LTD,         1.81,         1.80,         1.80,         1.73,         1.75,                  1086415.73,618118,N, ,864,         5.00,         1.70
N,SANWARIA CONSUMER LIMITED,         0.19,         0.20,         0.20,         0.19,         0.19,                    66965.23,343892,N, ,134,         0.39,         0.18
N,SETUBANDHAN INFRA LTD,         0.51,         0.53,         0.53,         0.53,         0.53,                    12848.26,24242,N, ,24,         0.78,         0.37
N,SHRENIK LIMITED,         0.29,         0.30,         0.30,         0.28,         0.28,                    80967.20,286599,N, ,177,         0.65,         0.27
N,SIMBHAOLI SUGARS LTD.,         8.27,         8.25,         8.25,         8.11,         8.11,                    92958.42,11462,N, ,14,        15.99,         6.47
N,SITI NETWORKS LIMITED,         0.29,         0.30,         0.30,         0.29,         0.29,                   263837.54,891034,N, ,261,         0.51,         0.27
G,SUPREME ENGINEERING LTD,         2.88,         2.93,         2.93,         2.93,         2.93,                   553755.35,188995,N, ,89,         2.93,         0.68
N,ABH HEALTHCARE LIMITED,        94.05,        89.35,        89.35,        89.35,        89.35,                   107220.00,1200,N, ,1,        99.00,        89.35
N,ACCRETION PHARMA LIMITED,       207.00,       203.00,       205.00,       203.00,       205.00,                   489600.00,2400,N, ,2,       214.70,        53.80
N,APEX ECOTECH LIMITED,       249.05,       260.00,       260.00,       256.00,       256.00,                  1032720.00,4000,N, ,5,       297.15,       102.05
G,APSIS AEROCOM LIMITED,       576.10,       587.60,       587.60,       587.60,       587.60,                  2115360.00,3600,N, ,3,       587.60,       147.20
G,ATC ENERGIES SYSTEM LTD,        22.80,        22.90,        22.90,        22.85,        22.85,                    82320.00,3600,N, ,3,        67.80,        19.35
N,AVANA ELECTROSYSTEMS LTD,       156.40,       148.65,       155.85,       148.65,       155.85,                  1218100.00,8000,N, ,4,       168.05,        60.10
N,BAWEJA STUDIOS LIMITED,        25.00,        25.80,        25.80,        25.80,        25.80,                    20640.00,800,N, ,1,        55.45,        21.10
N,BHADORA INDUSTRIES LTD,       110.35,       108.60,       108.60,       104.85,       105.00,                  2556900.00,24000,N, ,18,       128.85,        49.50
N,BIKEWO GREEN TECH LIMITED,       101.60,       102.50,       106.65,        98.50,       104.70,                 16649900.00,160000,N, ,69,       115.80,        13.65
N,BLUE WATER LOGISTICS LTD,       483.00,       502.95,       502.95,       480.05,       487.00,                  5866100.00,12000,N, ,12,       502.95,       128.00
N,BULKCORP INTERNATIONAL L,        71.60,        72.00,        72.00,        72.00,        72.00,                    86400.00,1200,N, ,1,        86.95,        38.05
N,NET AVENUE TECHNOLOGIES L,         4.70,         4.50,         4.50,         4.50,         4.50,                    72000.00,16000,N, ,2,         6.55,         3.05
N,CEDAAR TEXTILE LIMITED,        14.00,        13.40,        13.40,        13.30,        13.30,                   120050.00,9000,N, ,9,       118.00,        12.55
N,CROP LIFE SCIENCE LIMITED,        87.50,        83.15,        83.15,        83.15,        83.15,                   166300.00,2000,N, ,1,        92.25,        39.05
N,COOL CAPS INDUSTRIES LTD,        21.65,        20.90,        22.65,        20.70,        22.50,                  3439062.50,157500,N, ,88,       109.00,        19.00
N,CREDENT CONNECT N CARE L,       345.10,       341.00,       359.95,       338.00,       355.60,                 49099560.00,140400,N, ,170,       380.00,       325.70
N,DHARA RAIL PROJECTS LTD,       149.00,       142.00,       146.50,       142.00,       145.35,                  1727500.00,12000,N, ,9,       172.50,        90.05
N,DIVINE HIRA JEWELLERS LTD,       115.45,       116.00,       116.00,       109.70,       110.00,                  2529000.00,22800,N, ,17,       355.25,        86.00
N,DIVYADHAN RECYCLING IND L,        41.90,        39.85,        40.85,        39.85,        40.85,                   878700.00,22000,N, ,4,        58.10,        18.25
N,DYNAMIC SRVCS & SEC LTD,       132.65,       137.00,       139.25,       134.10,       135.05,                  1714850.00,12500,N, ,20,       183.90,        84.70
N,ECOLINE EXIM LIMITED,       180.00,       174.00,       182.00,       171.90,       178.25,                  3751700.00,21000,N, ,18,       216.00,       111.00
N,EPPELTONE ENGINEERS LTD,       142.25,       141.90,       141.90,       135.20,       136.25,                  6155450.00,45000,N, ,39,       232.80,        91.00
N,EFFWA INFRA & RESEARCH L,       336.00,       320.00,       352.80,       320.00,       352.80,                 11332200.00,32800,N, ,58,       399.95,       165.00
N,EPW INDIA LIMITED,       250.00,       256.00,       256.00,       256.00,       256.00,                   307200.00,1200,N, ,1,       282.05,        98.00
N,EXCELLENT WIRES N PACK L,       204.00,       199.00,       208.80,       199.00,       208.80,                   652480.00,3200,N, ,2,       218.00,        36.90
N,FASCINATE TEXTILES LTD,        84.55,        80.35,        80.35,        80.35,        80.35,                   449960.00,5600,N, ,6,       120.80,        80.35
N,FORCAS STUDIO LIMITED,       235.85,       237.60,       243.95,       228.80,       239.95,                  2276960.00,9600,N, ,6,       243.95,        91.50
N,FRESHARA AGRO EXPORTS LTD,       456.95,       474.00,       474.00,       445.00,       461.30,                  8288190.00,18000,N, ,29,       474.00,       130.00
N,FROG INNOVATIONS LIMITED,       260.60,       266.00,       266.00,       248.30,       259.15,                  7944840.00,30800,N, ,68,       275.00,       123.50
N,GANESH INFRAWORLD LIMITED,       102.80,       100.00,       102.30,        97.70,        97.70,                 10714720.00,108800,N, ,107,       263.50,        66.40
N,GRAND CONTINENT HOTELS L,        93.80,        95.00,        98.45,        92.00,        98.45,                  6825990.00,71400,N, ,68,       232.00,        76.50
N,GROVER JEWELLS LIMITED,       235.00,       244.90,       246.75,       235.00,       235.00,                  1368920.00,5600,N, ,6,       276.45,        91.40
N,GLOBAL PET INDUSTRIES LTD,       155.00,       154.00,       154.00,       154.00,       154.00,                   115500.00,750,N, ,1,       164.75,        85.00
N,GP ECO SOLUTIONS INDIA L,       400.10,       400.00,       408.00,       395.00,       402.20,                  2810830.00,7000,N, ,33,       616.50,       264.05
N,GREENLEAF ENVIROTECH LTD,       107.70,       109.90,       112.80,       109.00,       112.80,                   665950.00,6000,N, ,6,       185.90,        52.50
N,HOAC FOODS INDIA LIMITED,       914.00,       914.00,       950.00,       914.00,       923.70,                  4554450.00,4875,N, ,13,       950.00,       205.00
N,INDIAN EMULSIFIERS LTD,        42.45,        40.70,        42.00,        40.35,        41.30,                  1138475.00,28000,N, ,49,       199.60,        37.80
G,INNOMET ADVANCED MATERI L,       266.25,       271.55,       271.55,       271.55,       271.55,                  4073250.00,15000,N, ,21,       271.55,        63.15
N,INTEGRITY INFRABUILD DE L,       175.00,       174.00,       174.00,       174.00,       174.00,                   208800.00,1200,N, ,1,       175.35,       100.05
N,INNOVATIVE TYRE & TUBE LT,        64.20,        64.20,        64.20,        64.20,        64.20,                     6741.00,105,N, ,1,       129.10,        64.20
N,IWARE SUPPLYCHAIN SER LTD,       440.25,       442.00,       449.95,       431.20,       440.25,                  2379840.00,5400,N, ,9,       539.40,       119.05
G,JALAN TRANSOLU. INDIA LTD,         1.85,         1.85,         1.85,         1.85,         1.85,                    11100.00,6000,N, ,2,         5.55,         1.50
N,JEYYAM GLOBAL FOODS LTD,        22.65,        22.60,        23.40,        22.10,        22.30,                   981700.00,44000,N, ,14,        74.50,        21.60
N,K2 INFRAGEN LIMITED,        49.80,        49.80,        50.00,        48.25,        50.00,                   705450.00,14400,N, ,21,        82.80,        40.80
N,KCK INDUSTRIES LTD,        14.80,        15.00,        15.20,        14.30,        14.80,                  1425250.00,95000,N, ,13,        46.90,        11.60
