MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,GROWWLOVOL,GROWWAMC - GROWWLOVOL,        10.38,        10.30,        10.52,        10.21,        10.30,                   232365.63,22557,116,        11.10,         9.39,NIFTY 500 LOW VOLATILITY 50 INDEX   TRI
N,EQ,GROWWMC150,GROWWAMC - GROWWMC150,       234.07,       230.75,       233.00,       229.52,       232.09,                   458558.21,1981,53,       245.00,       193.60,NIFTY MIDCAP 150 INDEX - TRI
N,EQ,GROWWMETAL,GROWWAMC - GROWWMETAL,        12.52,        12.70,        12.77,        12.33,        12.48,                  5260972.85,421344,1300,        13.45,        10.03,NIFTY METAL INDEX
N,EQ,GROWWMOM50,GROWWAMC - GROWWMOM50,        11.02,        11.18,        11.18,        10.88,        11.01,                  2026661.15,184990,550,        11.55,         9.12,NIFTY 500 MOMENTUM 50 INDEX- TOTAL RETURN INDEX
N,EQ,GROWWN200,GROWWAMC - GROWWN200,        11.28,        11.42,        11.45,        11.21,        11.31,                   649915.24,57672,268,        12.14,         9.91,NIFTY 200 INDEX- TOTAL RETURN INDEX
N,EQ,GROWWNET,GROWWAMC - GROWWNET,        10.77,        10.71,        10.95,        10.60,        10.73,                  8781277.25,823244,765,        11.40,         7.93,INDEX
N,EQ,GROWWNIFTY,GROWWAMC - GROWWNIFTY,         9.72,         9.70,         9.78,         9.64,         9.67,                  8278168.74,856030,4000,        11.88,         8.93,NIFTY 50 INDEX - TRI
N,EQ,GROWWNXT50,GROWWAMC - GROWWNXT50,        73.35,        73.35,        73.55,        72.35,        73.23,                   464218.32,6365,142,        76.79,        60.01,INDEX
N,EQ,GROWWPOWER,GROWWAMC - GROWWPOWER,        11.16,        11.19,        11.27,        11.03,        11.18,                 16684769.15,1494406,2764,        13.20,         7.75,BSE POWER INDEX - TRI
N,EQ,GROWWPSE,GROWWAMC - GROWWPSE,        96.64,        96.64,        97.90,        94.65,        97.74,                   379511.56,3893,204,       109.85,        93.20,NIFTY PSE INDEX - TRI
N,EQ,GROWWPSUBK,GROWWAMC - GROWWPSUBK,        85.46,        85.46,        86.02,        83.88,        85.36,                   303965.37,3573,123,        91.19,        77.57,NIFTY PSU BANK INDEX - TRI
N,EQ,GROWWRAIL,GROWWAMC - GROWWRAIL,        28.17,        28.02,        28.28,        27.71,        27.90,                 38636351.54,1386286,4241,        36.75,        27.71,NIFTY INDIA RAILWAYS PSU INDEX
N,EQ,GROWWRLTY,GROWWAMC - GROWWRLTY,         9.96,         9.94,        10.04,         9.75,         9.92,                  2932274.73,297808,631,        11.30,         7.17,INDEX
N,EQ,GROWWSC250,GROWWAMC - GROWWSC250,        10.65,        10.91,        10.91,        10.45,        10.58,                  1414407.20,134149,655,        10.97,         8.00,NIFTY SMALLCAP 250 INDEX - TRI
N,EQ,GROWWSLVR,GROWWAMC - GROWWSLVR,        22.27,        22.10,        22.22,        22.00,        22.08,                 34454681.03,1558535,2308,       362.99,        19.23,COMMODITY-SILVER
N,EQ,GSEC10ABSL,BIRLASLAMC - GSEC10ABSL,       112.65,       112.62,       113.06,       111.61,       111.61,                      337.29,3,3,       115.00,       107.65,CRISIL 10 YEAR GILT ETF
N,EQ,GSEC10IETF,ICICIPRAMC - ICICI10GS,       263.50,       264.81,       264.81,       262.55,       263.42,                     2644.54,10,5,       269.59,       252.23,ICICI PRUDENTIAL NIFTY 10 YR BENCHMARK G-SEC ETF
N,EQ,GSEC10YEAR,MIRAEAMC - MAGS813ETF,        30.51,        31.12,        31.12,        30.24,        30.55,                   223116.90,7377,45,        31.33,        28.39,MIRAE ASSET NIFTY 8-13 YR G-SEC ETF
N,EQ,GSEC5IETF,ICICIPRAMC - ICICI5GSEC,        66.01,        66.53,        66.53,        66.04,        66.25,                   690621.91,10415,34,        69.14,        62.00,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,HDFCBSE500,HDFCAMC - HDFCBSE500,        37.56,        37.55,        37.82,        37.09,        37.55,                241494483.16,6500475,525,        40.00,        32.65,HDFC S&P BSE 500 ETF
N,EQ,HDFCGOLD,HDFC GOLD ETF,       129.71,       128.34,       128.43,       127.28,       127.80,                566729846.64,4434615,14482,       152.30,        89.10,GOLD
N,EQ,HDFCGROWTH,HDFCAMC - HDFCGROWTH,       120.24,       119.31,       119.80,       118.70,       119.13,                  3944592.44,33131,214,       133.30,       107.86,HDFC NIFTY GROWTH SECTORS 15 ETF
N,EQ,HDFCLIQUID,HDFCAMC - HDFCLIQUID,      1076.13,      1075.06,      1078.79,      1075.06,      1076.27,                 19497220.00,18114,73,      1079.40,      1009.91,HDFC NIFTY 1D RATE LIQUID ETF
N,EQ,HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,        20.69,        20.53,        20.67,        20.51,        20.57,                    42661.18,2076,71,        22.28,        18.35,HDFC NIFTY100 LOW VOLATILITY 30 ETF
N,EQ,HDFCMID150,HDFCAMC - HDFCMID150,        23.56,        23.56,        23.72,        23.21,        23.40,                 14676937.89,629418,2156,        25.20,        19.42,HDFC NIFTY MIDCAP 150 ETF
N,EQ,HDFCMOMENT,HDFCAMC - HDFCMOMENT,        31.01,        31.20,        31.25,        30.62,        30.90,                  7744783.62,251617,766,        33.23,        27.13,HDFC NIFTY200 MOMENTUM 30 ETF
N,EQ,HDFCNEXT50,HDFCAMC - HDFCNEXT50,        74.14,        74.06,        74.85,        73.63,        74.47,                  9723852.66,131262,733,        78.07,        59.99,HDFC NIFTY NEXT 50 ETF
N,EQ,HDFCNIF100,HDFCAMC - HDFCNIF100,        26.00,        26.00,        26.00,        25.77,        25.90,                  2182043.79,84250,291,        29.00,        23.31,HDFC NIFTY 100 ETF
N,EQ,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,        59.00,        58.83,        59.02,        58.62,        58.88,                  8961398.31,152224,395,        65.54,        51.20,NIFTY BANK
N,EQ,HDFCNIFIT,HDFCAMC - HDFCNIFIT,        33.43,        33.11,        33.39,        32.85,        33.07,                  7487522.64,225637,510,        42.30,        27.32,HDFC NIFTY IT ETF
N,EQ,HDFCNIFTY,HDFCAMC - HDFCNIFTY,       270.87,       270.21,       270.87,       268.80,       269.77,                113324115.58,420555,1307,       301.88,       247.56,NIFTY 50
N,EQ,HDFCNIMEG,HDFCAMC - HDFCNIMEG,       131.69,       132.34,       132.34,       130.40,       131.19,                  2986335.50,22753,83,       152.55,       126.96,NIFTY METAL INDEX TRI
N,EQ,HDFCPSUBK,HDFCAMC HDFCPSUBK,        85.73,        85.49,        86.49,        85.24,        85.92,                  1372438.98,15985,228,       101.25,        68.38,HDFC NIFTY PSU BANK ETF
N,EQ,HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,        28.14,        28.56,        28.56,        28.07,        28.18,                  1632592.78,57961,506,        30.17,        24.31,HDFC NIFTY PRIVATE BANK ETF
N,EQ,HDFCQUAL,HDFCAMC - HDFCQUAL,        59.14,        59.25,        59.25,        58.40,        58.82,                   231921.29,3956,125,        61.87,        51.91,HDFC NIFTY100 QUALITY 30 ETF
N,EQ,HDFCSENSEX,HDFCAMC - HDFCSENSEX,        87.38,        87.67,        87.67,        86.53,        86.79,                  4195654.54,48366,804,        98.48,        80.90,SENSEX
N,EQ,HDFCSILVER,HDFCAMC - HDFCSILVER,       217.42,       214.94,       216.67,       214.11,       215.37,                625880753.52,2903676,12396,       359.00,       117.56,HDFC SILVER ETF
N,EQ,HDFCSML250,HDFCAMC - HDFCSML250,       185.65,       185.64,       185.64,       183.13,       184.13,                329252238.39,1788565,40288,       189.83,       142.70,HDFC NIFTY SMALLCAP 250 ETF
N,EQ,HDFCVALUE,HDFCAMC - HDFCVALUE,       125.56,       124.00,       125.69,       123.19,       125.43,                   229583.28,1842,97,       147.05,       120.00,HDFC NIFTY50 VALUE 20 ETF
N,EQ,HEALTHADD,DSPAMC - HEALTHADD,        16.83,        16.83,        16.83,        16.69,        16.73,                  1526617.57,91074,207,       165.86,        15.70,DSP NIFTY HEALTHCARE ETF
N,EQ,HEALTHAXIS,AXISAMC-HEALTHAXIS,       169.20,       169.73,       173.00,       168.32,       170.11,                   191297.56,1130,70,       190.00,       135.20,NIFTY HEALTHCARE INDEX
N,EQ,HEALTHCARE,MIRAEAMC - HEALTHCARE,        21.69,        22.10,        22.10,        21.55,        21.71,                   486512.65,22485,189,        22.43,        17.18,NIFTY 500 HEALTHCARE INDEX
N,EQ,HEALTHIETF,ICICIPRAMC - ICICIPHARM,       171.16,       171.01,       171.40,       169.97,       170.65,                 11960273.22,70188,1343,       174.82,       138.65,NIFTY HEALTHCARE INDEX
N,EQ,HEALTHY,BIRLASLAMC - HEALTHY,        17.13,        17.35,        17.35,        17.00,        17.08,                  4069359.64,238422,933,        17.67,        13.58,NIFTY HEALTHCARE TRI
N,EQ,HNGSNGBEES,NIP IND ETF HANGSENG BEES,       469.33,       479.00,       479.00,       464.56,       468.63,                 28457358.38,60755,3781,       579.92,       443.42,HANG SENG INDEX
N,EQ,HSBCGOLD,HSBCAMC - HSBCGOLD,       132.04,       131.99,       131.99,       128.00,       130.24,                  9424084.78,72337,147,       146.40,       119.10,COMMODITY
N,EQ,HYBRIDETF,MIRAEAMC - HYBRIDETF,        10.05,        10.05,        10.05,        10.00,        10.03,                   623935.63,62333,60,        11.99,         9.80,NIFTY200 MOMENTUM 30 PLUS 8-13 YR G-SEC 50:50 TOTAL RETURN INDEX
N,EQ,ICICIB22,ICICIPRAMC - BHARATIWIN,       113.64,       112.80,       114.06,       112.64,       113.81,                 18878905.28,166033,2791,       131.00,       104.20,S&P BSE BHARAT 22 INDEX
N,EQ,IDFNIFTYET,BANDHANAMC - IDFNIFTYET,       265.41,       263.94,       269.90,       262.94,       267.14,                    90206.80,340,47,       340.80,       244.32,NIFTY 50
N,EQ,INFRA,MIRAEAMC - INFRA,        11.93,        11.90,        12.37,        11.69,        11.90,                   426015.23,35960,207,        13.27,        10.14,NIFTY INDIA INFRASTRUCTURE & LOGISTICS
N,EQ,INFRABEES,NIP IND ETF INFRA BEES,       950.40,       950.40,       954.99,       943.03,       953.53,                 11943578.23,12570,539,      1018.30,       871.35,NIFTY INFRA
N,EQ,INFRAIETF,ICICIPRAMC - ICICIINFRA,        94.49,        94.49,        94.84,        93.77,        94.55,                 37757609.30,399829,3092,       101.00,        86.80,ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF
N,EQ,INSUREIETF,ICICIPRAMC - INSUREIETF,        15.43,        15.43,        15.43,        15.00,        15.10,                 37606528.85,2499345,371,        16.46,        15.00,BSE INSURANCE INDEX
N,EQ,INTERNET,MIRAEAMC - INTERNET,        14.55,        14.55,        14.95,        14.34,        14.65,                  7125107.84,492182,427,        15.45,        10.72,EQUITY INDEX
N,EQ,IT,KOTAKMAMC - KOTAKIT,        34.72,        35.58,        35.58,        34.10,        34.36,                  9472805.05,274892,1086,        44.49,        28.54,NIFTY IT INDEX
N,EQ,ITADD,DSPAMC - DSPIT,        33.15,        33.82,        33.82,        32.63,        32.90,                   724098.77,22005,611,        41.92,        27.17,DSP NIFTY IT ETF
N,EQ,ITAXIS,AXISAMC-ITAXIS,       343.43,       343.32,       344.35,       338.37,       343.11,                   747407.74,2185,56,       439.67,       230.70,NIFTY IT INDEX
N,EQ,ITBEES,NIP IND ETF IT,        34.79,        34.19,        35.00,        34.12,        34.39,                238186524.36,6917685,16593,        44.27,        28.55,NIFTY IT TRI
N,EQ,ITBETA,UTIAMC-ITBETA,       329.02,       326.00,       328.19,       325.32,       325.32,                   146292.23,448,18,       409.94,       270.68,UTI NIFTY IT ETF
N,EQ,ITETF,MIRAEAMC - ITETF,        33.21,        32.92,        33.11,        32.53,        32.85,                  7858888.59,238991,667,        42.02,        27.22,MIRAE ASSET NIFTY IT ETF
N,EQ,ITIETF,ICICIPRAMC - ICICITECH,        34.80,        34.80,        34.80,        34.12,        34.38,                 28638178.25,831659,1660,        44.30,        28.54,NIFTY IT INDEX
N,EQ,IVZBANKNF,RELIGARAMC - IVZBANKNF,        57.30,        58.45,        58.45,        56.90,        57.00,                    56004.07,982,13,        58.45,        56.90,NIFTY BANK TRI
N,EQ,IVZINGOLD,INVESCO INDIA GOLD ETF,       131.90,       131.40,       131.40,       128.70,       129.65,                  2327287.55,17990,259,     15599.80,       119.60,GOLD
N,EQ,IVZINNIFTY,INVESCO INDIA NIFTY ETF,       275.76,       275.76,       275.76,       273.60,       274.31,                    31271.16,114,28,      3150.00,       268.61,NIFTY 50
N,EQ,IVZSENSEX,RELIGARAMC - IVZSENSEX,        76.35,        76.53,        76.71,        76.16,        76.57,                   141405.34,1849,23,        79.20,        75.53,BSE SENSEX TRI
N,EQ,JUNIORBEES,NIP IND ETF JUNIOR BEES,       788.17,       807.87,       807.87,       778.00,       788.40,                441074636.86,563104,13230,       823.97,       632.34,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES
N,EQ,LARGEMID50,MIRAEAMC - LARGEMID50,        36.52,        36.27,        36.35,        36.16,        36.34,                    47102.22,1300,16,        38.00,        36.16,BSE LARGEMID (60:40) STABLE DIVIDEND 50 TRI (TOTAL RETURN INDEX)
N,EQ,LICMFGOLD,LIC MF - LIC GOLD ETF,       137.10,       136.40,       136.40,       133.10,       135.25,                 10828852.80,80058,1033,     16200.00,       117.85,GOLD
N,EQ,LICNETFGSC,LICNAMC - LICNMFET,        29.35,        29.56,        29.56,        29.21,        29.33,                  1338190.22,45660,101,        30.53,        27.59,GSEC10 NSE INDEX
N,EQ,LICNETFN50,LICNAMC - LICNFENGP,       269.95,       268.65,       268.86,       266.90,       267.60,                    75762.74,283,20,       295.00,       248.17,NIFTY 50
N,EQ,LICNETFSEN,LICNAMC - LICNFESGP,       872.00,       866.65,       867.56,       861.41,       861.96,                   123551.94,143,8,       974.02,       803.00,SENSEX
N,EQ,LICNFNHGP,LICNAMC - LICNFNHGP,       274.35,       274.60,       275.92,       273.42,       274.97,                    29074.47,106,18,       296.41,       248.02,NIFTY 100
N,EQ,LICNMID100,LICNAMC - LICNMID100,        63.81,        64.12,        64.12,        63.10,        63.19,                   437353.87,6896,107,        67.50,        52.30,LIC MF NIFTY MIDCAP 100 ETF
N,EQ,LIQGRWBEES,NIPPONAMC - LIQGRWBEES,      1053.90,      1054.97,      1056.73,      1051.35,      1054.02,                110292014.91,104639,226,      1056.73,       995.55,LIQUID
N,EQ,LIQUID,MIRAEAMC - LIQUID,       999.99,       999.50,      1000.00,       999.50,       999.99,                 97406498.10,97407,217,      1024.98,       974.99,MIRAE ASSET NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUID1,KOTAKMAMC - KOTAKLIQ,      1120.75,      1120.75,      1120.91,      1120.75,      1120.90,                799253738.39,713046,1125,      1136.66,      1062.62,KOTAK NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDADD,DSPAMC - LIQUIDADD,      1142.86,      1143.00,      1143.02,      1142.98,      1142.98,                615805834.73,538769,413,      1151.22,      1083.83,DSP S&P BSE LIQUID RATE ETF
N,EQ,LIQUIDBEES,NIP IND ETF LIQUID BEES,      1000.00,      1000.00,      1000.01,       999.99,      1000.00,               2397672981.05,2397673,4547,      1029.99,       969.99,GOVERNMENT SECURITIES
N,EQ,LIQUIDBETA,UTIAMC - LIQUIDBETA,      1006.46,      1006.57,      1006.59,      1006.57,      1006.57,                    37243.11,37,4,      1009.78,       997.13,NIFTY 1D RATE INDEX
N,EQ,LIQUIDBETF,BFAM - LIQUIDBETF,      1097.02,      1097.14,      1097.16,      1097.14,      1097.15,                288342039.85,262810,136,      1116.24,      1009.94,BAJAJ FINSERV NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,       115.73,       115.75,       115.75,       115.73,       115.74,               1925495007.30,16635993,14052,       115.75,       107.56,ZERODHA NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDETF,DSP LIQUID ETF,       999.99,      1000.00,      1000.01,       999.99,       999.99,                 94749940.51,94750,250,      1025.00,       995.00,NIFTY1D RATE INDEX
N,EQ,LIQUIDIETF,ICICIPRAMC - ICICILIQ,       999.99,      1000.00,      1000.01,       999.99,       999.99,                245120285.14,245121,156,      1041.19,       955.00,S&P BSE LIQUID RATE INDEX
N,EQ,LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,      1101.37,      1101.51,      1101.51,      1101.49,      1101.50,                424650160.73,385522,360,      1127.08,      1046.56,NIFTY 1D RATE INDEX
N,EQ,LIQUIDSBI,SBIAMC - LIQUIDSBI,      1000.00,       999.99,      1000.01,       999.99,      1000.00,                  5380039.89,5380,25,      1010.02,       970.23,SBI NIFTY 1D RATE ETF
N,EQ,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,      1119.72,      1119.85,      1119.85,      1119.83,      1119.83,                  3675292.10,3282,15,      1119.85,      1068.52,SHRIRAM NIFTY 1D RATE LIQUID ETF
N,EQ,LOWVOL,MIRAEAMC - MANV30F,       207.13,       211.27,       211.27,       205.05,       206.20,                    45498.59,221,14,       219.10,       183.58,MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF
N,EQ,LOWVOL1,KOTAKMAMC - KOTAKLOVOL,        21.14,        21.66,        21.66,        20.97,        21.13,                  1436334.28,68147,124,        22.90,        18.77,KOTAK NIFTY 100 LOW VOL 30 ETF
N,EQ,LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,        22.13,        22.38,        22.38,        21.98,        22.04,                 16584887.88,751477,1561,        26.81,        19.84,NIFTY 100 LOW VOLATILITY 30 INDEX
N,EQ,LTGILTBEES,NIP IND ETF LONGTERM GILT,        29.84,        29.87,        29.88,        29.76,        29.82,                303826775.93,10199022,895,        30.48,        28.13,NIFTY 8-13 YR G-SEC INDEX
N,EQ,LTGILTCASE,ZERODHAAMC - LTGILTCASE,        30.41,        31.02,        31.02,        29.80,        30.36,                  3451891.97,113673,266,        31.31,        28.71,NIFTY 8-13 YR G-SEC INDEX
N,EQ,MAFANG,MIRAEAMC - MAFANG,       211.05,       210.38,       210.38,       208.38,       209.39,                 82401523.70,392513,9712,       211.56,       149.74,NYSE FANG+ TOTAL RETURN INDEX
N,EQ,MAHKTECH,MIRAEAMC - MAHKTECH,        22.52,        22.06,        22.65,        22.06,        22.50,                 10005517.33,443101,4370,        35.59,        21.00,HANG SENG TECH TOTAL RETURN INDEX
N,EQ,MAKEINDIA,MIRAEAMC - MAMFGETF,       166.46,       166.46,       166.46,       164.00,       164.96,                 14708992.05,89176,785,       173.11,       140.12,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MANUFGBEES,NIPPONAMC - MANUFGBEES,       164.83,       164.00,       164.00,       162.15,       163.07,                  2013454.42,12385,203,       171.58,       138.60,NIFTY INDIA MANUFACTURING TRI
N,EQ,MASPTOP50,MIRAEAMC - MASPTOP50,        80.48,        80.22,        80.22,        79.76,        80.22,                 11098031.36,138346,1741,        82.78,        63.19,S&P 500 TOP 50 TOTAL RETURN INDEX
N,EQ,METAL,MIRAEAMC - METAL,        13.29,        13.62,        13.62,        13.16,        13.26,                 15674941.17,1184375,3984,        13.97,         8.70,NIFTY METAL TOTAL RETURN INDEX
N,EQ,METALIETF,ICICIPRAMC - METALIETF,        13.23,        13.56,        13.56,        13.09,        13.19,                 85860908.42,6515057,9360,        14.17,         9.20,NIFTY METAL INDEX
N,EQ,MID150,KOTAKMAMC - MID150,        23.95,        24.43,        24.43,        23.11,        23.56,                  9076228.58,386920,558,        24.95,        18.97,NIFTY MIDCAP 150 INDEX
N,EQ,MID150BEES,NIP IND ETF MIDCAP 150,       240.53,       240.34,       240.34,       237.55,       239.07,                235525321.65,987164,10783,       247.15,       190.43,NIFTY MIDCAP 150 TRI
N,EQ,MID150CASE,ZERODHAAMC - MID150CASE,        11.70,        11.76,        11.76,        11.50,        11.63,                 19588694.92,1687555,4121,        13.00,         9.63,ZERODHA NIFTY MIDCAP 150 ETF
N,EQ,MIDBANKADD,DSPAMC - MIDBANKADD,        17.34,        17.40,        17.40,        17.12,        17.33,                    96962.30,5659,27,        18.22,        17.09,BSE MIDSMALL PRIVATE BANKS INDEX
N,EQ,MIDCAP,KOTAKMAMC - KOTAKMID50,        18.66,        18.66,        18.83,        18.37,        18.47,                 16450001.82,891364,1628,       183.48,        15.01,NIFTY MIDCAP 50 INDEX
N,EQ,MIDCAPADD,DSPAMC - MIDCAPADD,        23.33,        23.30,        23.30,        23.04,        23.17,                   362124.18,15682,43,        25.50,        19.27,NIFTY MIDCAP 150 INDEX
N,EQ,MIDCAPBETA,UTIAMC-MIDCAPBETA,       235.13,       235.00,       235.00,       231.05,       234.00,                   568162.93,2439,63,       240.00,       192.50,UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF)
N,EQ,MIDCAPETF,MIRAEAMC - MAM150ETF,        23.75,        24.34,        24.34,        23.46,        23.63,                 62618514.90,2657084,8260,        24.57,        19.60,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF
N,EQ,MIDCAPIETF,ICICIPRAMC - ICICIM150,        24.10,        24.37,        24.37,        23.76,        23.84,                 37497820.00,1571103,3415,        24.88,        19.89,NIFTY MIDCAP 150
N,EQ,MIDQ50ADD,DSPAMC - DSPQ50ETF,        25.44,        25.21,        26.00,        24.91,        25.10,                  3367025.89,134661,345,       259.02,        24.24,NIFTY MIDCAP 150 QUALITY 50 INDEX
N,EQ,MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,        19.97,        19.97,        19.97,        19.72,        19.88,                  6987832.62,352313,877,        20.39,        14.55,S&P BSE MIDCAP SELECT INDEX
N,EQ,MIDSMALL,MIRAEAMC - MIDSMALL,        52.16,        52.01,        52.23,        51.41,        51.63,                 22556631.18,437066,1403,        52.86,        42.41,MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF
N,EQ,MNC,KOTAKMAMC - KOTAKMNC,        33.67,        33.67,        33.67,        32.99,        33.18,                  2936512.37,88687,709,        35.65,        27.83,KOTAK NIFTY MNC ETF
N,EQ,MOALPHA50,MOTILALAMC - MOALPHA50,        56.23,        56.15,        56.15,        55.63,        56.15,                   577377.09,10330,74,        62.00,        42.10,NIFTY ALPHA 50 TOTAL RETURN INDEX
N,EQ,MOBANK10,MOTILALAMC - MOBANK10,        16.86,        16.80,        16.85,        16.79,        16.79,                    67192.82,3999,54,        20.00,        15.75,BSE TOP 10 BANKS TOTAL RETURN INDEX
N,EQ,MOCAPITAL,MOTILALAMC - MOCAPITAL,        53.93,        53.80,        54.00,        53.25,        53.55,                 43507408.88,812896,3441,        57.25,        41.31,NIFTY CAPITAL MARKET TOTAL RETURN INDEX
N,EQ,MODEFENCE,MOTILALAMC - MODEFENCE,       105.72,       107.91,       107.91,       104.22,       105.14,                140486424.12,1341539,10210,       110.80,        77.80,NIFTY INDIA DEFENCE TOTAL RETURN INDEX
N,EQ,MOENERGY,MOTILALAMC - MOENERGY,        37.91,        38.20,        38.30,        37.72,        38.19,                  7435895.50,195264,652,        43.00,        33.00,NIFTY ENERGY INDEX
N,EQ,MOGOLD,MOTILALAMC - MOGOLD,       150.10,       150.15,       150.15,       147.30,       148.10,                  6993050.70,47239,690,       175.00,       101.90,DOMESTIC PRICE OF PHYSICAL GOLD
N,EQ,MOGSEC,MOTILALAMC - G5,        65.34,        65.40,        65.40,        65.00,        65.39,                  3406112.66,52315,64,        67.33,        60.18,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,MOHEALTH,MOTILALAMC - MOHEALTH,        51.81,        52.28,        52.28,        50.70,        52.02,                  4282550.81,83006,596,        53.76,        40.79,MOTILAL OSWAL S&P BSE HEALTHCARE ETF
N,EQ,MOINFRA,MOTILALAMC - MOINFRA,        58.08,        57.80,        58.58,        57.49,        58.23,                   275562.12,4758,102,        66.00,        54.60,BSE INDIA INFRASTRUCTURE TOTAL RETURN INDEX
N,EQ,MOIPO,MOTILALAMC - MOIPO,        48.73,        48.24,        48.39,        48.01,        48.32,                   363199.55,7530,42,        53.00,        36.50,BSE SELECT IPO TOTAL RETURN INDEX
N,EQ,MOLOWVOL,MOTILALAMC - MOLOWVOL,        36.46,        36.11,        36.19,        35.90,        35.98,                   791319.53,21973,98,        43.07,        33.52,NIFTY MIDCAP 100 TRI
N,EQ,MOM100,MOTILAL OS MIDCAP100 ETF,        68.31,        67.31,        69.00,        67.21,        67.97,                 30518948.10,450687,3566,        70.32,        56.15,NIFTY MIDCAP 100
N,EQ,MOM30IETF,ICICIPRAMC - ICICIMOM30,        31.29,        31.63,        31.63,        30.92,        31.15,                 30951586.04,997656,2655,        32.90,        26.00,ICICI PRUDENTIAL NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOM50,MOTILAL OSWAL M50 ETF,       250.50,       252.67,       252.67,       249.17,       250.39,                  1237178.84,4950,120,       279.33,       231.11,NIFTY 50
N,EQ,MOMENTUM,BIRLASLAMC - MOMENTUM,        31.07,        31.07,        31.11,        30.73,        31.04,                  3054406.70,98792,216,        33.00,        27.05,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOMENTUM30,KOTAKMAMC - MOMENTUM30,        30.69,        30.40,        30.77,        30.37,        30.63,                   387276.26,12686,72,        37.38,        26.91,NIFTY 200 MOMENTUM 30 INDEX
N,EQ,MOMENTUM50,MOTILALAMC - MOMENTUM50,        54.29,        54.30,        54.72,        53.69,        54.08,                 18306858.54,339246,1913,        55.97,        44.96,NIFTY 500 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMETAL,MOTILALAMC - MOMETAL,        13.18,        13.09,        13.15,        13.03,        13.15,                   118405.74,9072,26,        13.75,        12.85,NIFTY METAL INDEX
N,EQ,MOMGF,MOTILALAMC - MOMGF,       164.05,       165.88,       165.88,       161.48,       161.80,                   524167.98,3235,50,       182.16,       137.90,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MOMIDMTM,MOTILALAMC - MOMIDMTM,        64.66,        64.98,        64.98,        63.93,        64.09,                  5270879.97,82218,445,        70.00,        54.78,NIFTY MIDCAP 150 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMMIDCAP,MIRAEAMC - MOMMIDCAP,        13.02,        13.28,        13.28,        12.88,        12.98,                 23001469.89,1774384,707,        14.99,        12.21,BSE MIDCAP 150 MOMENTUM 30 TRI
N,EQ,MOMNC,MOTILALAMC - MOMNC,        33.55,        32.55,        33.80,        31.89,        32.29,                  2471447.57,76973,183,        35.80,        27.03,NIFTY MNC ETF TOTAL RETURN INDEX
N,EQ,MOMOMENTUM,MOTILALAMC - MOMOMENTUM,        62.18,        62.66,        62.66,        61.40,        61.83,                  3796021.77,61532,564,        66.28,        54.32,NIFTY 200 MOMENTUM 30 TOTAL RETURN INDEX
N,EQ,MON100,MOTILAL OS NASDAQ100 ETF,       329.32,       328.06,       328.83,       326.76,       328.83,                185285127.16,563732,19975,       342.55,       200.70,NASDAQ100
N,EQ,MON50EQUAL,MOTILALAMC - MON50EQUAL,        33.26,        33.06,        33.23,        32.88,        33.13,                   320163.85,9715,57,        36.00,        29.43,NIFTY 50 EQUAL WEIGHT TOTAL RETURN INDEX
N,EQ,MONEXT50,MOTILALAMC - MONEXT50,        72.89,        74.35,        74.35,        71.94,        73.04,                  1162993.74,16074,101,        75.89,        59.43,NIFTY NEXT 50 TOTAL RETURN INDEX
